pira,nettfa,p401k,e401k,inc,incsq,marr,male,age,agesq,fsize
0,-1.2,0,0,36.225,1312.25,1,0,34,1156,4
1,6.599,0,1,51.018,2602.836,1,0,53,2809,3
0,3.05,1,1,34.452,1186.94,1,0,48,2304,6
1,13.5,0,0,48.3,2332.89,1,0,44,1936,3
0,5.2,0,0,45.573,2076.898,1,0,44,1936,4
1,214.3,0,0,84.9,7208.01,1,0,43,1849,3
0,1.5,1,1,25.5,650.25,0,1,38,1444,1
0,-3.9,0,0,13.839,191.5179,0,0,37,1369,1
0,66.9,0,1,55.2,3047.04,1,0,36,1296,3
0,0.005,0,0,13.911,193.5159,0,0,45,2025,2
0,-1.021,0,0,57.795,3340.262,1,0,41,1681,4
1,24,0,0,48.18,2321.313,1,0,37,1369,4
0,0.02,0,0,12.243,149.8911,0,1,32,1024,1
0,-0.5,0,0,19.302,372.5672,1,0,50,2500,6
0,-6.347,1,1,17.385,302.2382,0,0,36,1296,3
0,12.549,1,1,52.245,2729.54,1,0,56,3136,2
0,3,1,1,33.06,1092.964,0,0,44,1936,3
0,0,0,0,12.24,149.8176,0,1,35,1225,1
0,-0.71,0,0,10.566,111.6404,1,0,37,1369,6
1,334.576,0,0,110.76,12267.78,1,0,49,2401,4
0,0.3,0,0,60.15,3618.023,1,0,49,2401,3
0,-6.4,0,1,47.784,2283.311,1,0,38,1444,4
0,-2,0,0,70.83,5016.889,1,0,46,2116,4
0,7,0,1,20.64,426.0096,1,0,30,900,4
0,1.2,0,0,29.7,882.09,0,0,32,1024,3
0,-68.85,0,0,11.721,137.3818,0,0,31,961,1
0,4.42,0,0,104.4,10899.36,1,0,41,1681,2
0,5.8,1,1,61.41,3771.188,1,1,26,676,2
0,-10.03,1,1,38.292,1466.277,1,0,37,1369,4
1,17.08,1,1,77.43,5995.405,1,0,32,1024,4
1,74,0,0,105.567,11144.39,0,1,31,961,1
1,133.6,1,1,83.46,6965.571,0,1,53,2809,4
1,193.048,0,0,14.025,196.7006,1,0,38,1444,3
0,5.741,0,0,44.67,1995.409,1,0,29,841,4
0,-2.384,1,1,43.728,1912.138,1,0,30,900,4
0,6.45,1,1,22.548,508.4123,1,0,36,1296,2
0,-11.312,0,0,26.418,697.9107,0,0,29,841,1
0,2.5,0,0,22.65,513.0225,1,0,43,1849,5
0,4.8,0,0,56.145,3152.261,1,0,49,2401,5
1,-1.38,0,0,62.352,3887.772,0,1,32,1024,1
0,5,0,0,17.472,305.2708,1,0,35,1225,3
0,13.56,1,1,34.506,1190.664,1,0,36,1296,4
0,6.3,0,0,35.82,1283.072,0,0,26,676,1
1,12.365,0,1,15.303,234.1818,0,0,51,2601,1
0,0.945,0,1,16.866,284.4619,0,0,43,1849,1
0,13.499,0,0,65.37,4273.237,1,0,48,2304,4
0,6.5,1,1,73.665,5426.532,1,0,37,1369,2
0,0.23,0,0,24.144,582.9327,1,0,35,1225,4
0,2.999,0,0,18.66,348.1956,1,0,41,1681,5
0,0,0,0,20.4,416.16,0,1,33,1089,1
0,8.4,0,0,47.04,2212.762,1,0,35,1225,4
1,24,0,0,104.778,10978.43,1,0,43,1849,3
0,-1.8,0,0,15.786,249.1978,0,0,42,1764,4
0,0,0,0,16.983,288.4223,0,1,26,676,1
0,-9.764,0,0,11.454,131.1941,1,0,43,1849,5
0,-0.136,0,0,20.82,433.4724,1,0,38,1444,5
0,2.309,1,1,15.228,231.892,0,0,26,676,2
0,-11.425,0,0,28.809,829.9585,1,0,27,729,3
0,0.1,0,0,23.358,545.5961,0,0,54,2916,4
1,7.6,0,1,40.515,1641.465,1,0,36,1296,3
0,0.42,0,0,16.74,280.2276,0,0,41,1681,2
1,22.498,0,0,26.367,695.2188,0,1,43,1849,2
0,2.28,1,1,29.706,882.4464,0,0,41,1681,2
0,8.42,1,1,57.252,3277.791,1,0,41,1681,4
0,3.174,0,0,55.854,3119.669,1,0,38,1444,4
0,-9.301,1,1,38.511,1483.097,1,0,39,1521,4
0,-3.75,0,0,24.486,599.5642,1,0,31,961,5
0,0.3,0,0,16.095,259.049,1,0,26,676,3
0,-5.95,0,0,22.812,520.3873,1,0,45,2025,5
0,4.5,0,0,50.7,2570.49,1,0,53,2809,5
0,-0.006,1,1,16.347,267.2244,1,0,35,1225,4
0,0.85,0,0,27.045,731.432,0,1,41,1681,1
0,-0.501,0,0,60.096,3611.529,1,0,38,1444,4
0,-1.31,0,0,29.232,854.5098,0,0,46,2116,1
0,0.5,0,0,19.644,385.8867,0,0,29,841,4
1,9.266,0,1,42.192,1780.165,1,0,42,1764,4
0,0.025,0,0,14.67,215.2089,0,1,29,841,1
0,-5.49,0,0,13.275,176.2256,0,0,30,900,1
0,-6,0,0,16.338,266.9302,0,0,42,1764,4
1,4.922,0,0,32.826,1077.546,1,1,52,2704,6
0,-1.45,0,0,28.869,833.4191,1,0,34,1156,4
0,0,0,0,11.454,131.1941,1,0,27,729,5
0,33,0,0,19.77,390.8529,0,0,54,2916,3
0,18.499,0,0,26.856,721.2448,1,0,52,2704,2
0,-5.475,0,0,25.65,657.9225,1,0,60,3600,2
0,-23.5,0,0,30,900,1,0,30,900,1
0,39.98,1,1,19.296,372.3356,0,0,36,1296,2
0,-9.345,0,1,48.339,2336.659,1,0,44,1936,6
1,90.295,1,1,51.15,2616.323,1,0,46,2116,4
0,-3.49,1,1,31.878,1016.207,1,0,39,1521,5
0,1,0,0,24.15,583.2225,1,0,35,1225,2
0,6.399,0,0,25.761,663.6291,1,0,56,3136,2
0,-8.9,0,0,22.5,506.25,0,0,28,784,1
0,9.998,0,0,39.102,1528.967,1,0,49,2401,3
1,43.099,0,0,89.514,8012.756,1,0,57,3249,3
0,0,0,0,10.35,107.1225,0,0,39,1521,4
0,20.25,1,1,49.698,2469.891,1,0,46,2116,4
1,132.8,1,1,49.944,2494.403,0,0,60,3600,1
0,-5.701,0,0,16.95,287.3025,1,0,49,2401,3
0,0.02,0,0,55.8,3113.64,0,0,44,1936,4
1,0,0,0,92.253,8510.615,0,0,38,1444,3
0,-2,0,0,19.68,387.3024,0,0,43,1849,1
1,7.7,0,0,32.514,1057.16,1,0,33,1089,4
1,-1.122,0,1,32.439,1052.289,0,0,42,1764,1
1,-9.998,0,0,56.19,3157.316,1,0,36,1296,4
0,-8.219,0,1,48.426,2345.077,1,0,43,1849,3
0,0.3,0,0,19.8,392.04,0,1,27,729,1
0,-1.388,1,1,17.955,322.382,1,0,34,1156,4
1,6.049,0,0,67.602,4570.03,1,0,44,1936,7
0,0,1,1,21.384,457.2755,0,1,30,900,1
0,2.001,0,0,32.52,1057.55,1,0,54,2916,2
0,2,0,0,16.395,268.7961,1,0,34,1156,4
0,5,0,0,76.338,5827.49,1,0,47,2209,4
0,39.6,0,0,115.506,13341.64,1,0,44,1936,5
0,11,0,1,60.225,3627.051,1,0,38,1444,4
0,11.987,1,1,43.533,1895.122,1,0,29,841,2
0,0.169,0,0,18.909,357.5503,0,0,27,729,2
0,-1.7,0,0,17.1,292.41,0,1,41,1681,1
0,-3.3,0,0,35.745,1277.705,1,1,27,729,2
0,0,0,0,12.24,149.8176,0,0,32,1024,2
0,-0.853,1,1,43.224,1868.314,1,0,49,2401,4
0,2,0,0,48.858,2387.104,1,1,46,2116,4
0,0.85,0,0,14.415,207.7922,1,0,59,3481,2
1,21.3,0,0,33.822,1143.928,0,0,45,2025,3
0,5.98,1,1,31.893,1017.163,1,0,27,729,3
0,6.1,0,0,21.72,471.7584,0,0,60,3600,1
1,49.25,1,1,48.18,2321.313,1,0,35,1225,2
0,0.85,0,0,18.564,344.6221,0,0,59,3481,4
1,29,0,0,95.592,9137.831,1,0,36,1296,4
0,-10.2,0,1,71.4,5097.96,1,0,46,2116,3
0,0,0,1,10.761,115.7991,0,0,53,2809,1
0,62.707,1,1,55.446,3074.259,1,0,45,2025,4
1,3.222,0,0,29.169,850.8306,1,0,53,2809,4
0,0,0,0,12.93,167.1849,0,0,27,729,1
0,866.86,0,0,25.164,633.2269,0,1,63,3969,2
0,0.043,0,1,38.061,1448.64,0,0,46,2116,1
0,4.107,0,0,28.017,784.9523,0,0,48,2304,1
0,0,0,0,15.6,243.36,0,0,36,1296,3
0,-32.4,0,0,66,4356,1,0,30,900,5
0,-0.09,0,0,15,225,0,0,50,2500,4
0,0.5,0,0,11.424,130.5078,0,0,61,3721,1
0,23,0,0,16.8,282.24,0,0,51,2601,1
1,14.071,0,0,28.572,816.3592,0,0,32,1024,1
0,0.064,0,0,37.245,1387.19,1,0,29,841,4
0,0,0,0,10.2,104.04,1,0,30,900,4
0,92.7,1,1,53.775,2891.751,0,0,46,2116,2
0,-1.03,0,0,26.382,696.0099,1,0,38,1444,4
0,4.4,0,0,34.233,1171.898,1,0,32,1024,4
0,7.273,0,1,41.976,1761.985,1,0,53,2809,2
0,0,0,0,23.97,574.5609,1,0,28,784,4
1,44.275,1,1,55.02,3027.2,1,0,59,3481,3
1,79.7,0,0,43.35,1879.222,1,0,57,3249,2
0,19.4,1,1,40.5,1640.25,0,0,54,2916,2
0,65.48,1,1,75.948,5768.099,1,0,42,1764,2
0,-16,0,0,57.021,3251.395,1,0,34,1156,3
1,5.7,0,0,13.974,195.2727,0,1,59,3481,3
0,40,0,1,13.68,187.1424,0,0,32,1024,1
1,3,0,0,70.443,4962.216,1,0,26,676,2
0,0.35,0,0,34.059,1160.015,1,0,47,2209,3
1,73.3,1,1,55.107,3036.781,1,0,47,2209,4
0,13.8,1,1,22.95,526.7025,0,1,43,1849,1
1,0.161,1,1,38.478,1480.557,1,0,28,784,3
0,-1.068,0,0,60.384,3646.227,1,0,42,1764,4
1,65.323,1,1,50.4,2540.16,1,0,41,1681,4
1,26,1,1,54.456,2965.456,1,0,42,1764,3
1,4.959,0,0,26.64,709.6896,1,0,36,1296,4
0,-4.8,0,0,16.818,282.8452,0,0,47,2209,8
1,7.549,0,0,22.5,506.25,0,0,55,3025,1
0,0.2,0,0,24,576,1,0,53,2809,2
1,12.35,0,0,71.646,5133.15,1,0,58,3364,2
0,6.1,1,1,18.75,351.5625,0,1,30,900,4
0,0,0,0,26.52,703.3104,0,0,41,1681,4
0,-12.465,0,0,41.217,1698.841,1,0,50,2500,4
0,0,0,0,31.911,1018.312,0,1,37,1369,1
0,15,0,0,11.712,137.1709,0,0,45,2025,4
1,17.398,0,0,12.927,167.1073,1,0,46,2116,4
0,-2,0,0,17.34,300.6756,0,0,62,3844,1
0,8.599,0,0,43.44,1887.033,1,0,36,1296,4
1,5.05,0,0,95.961,9208.514,1,0,32,1024,2
0,-9.1,0,0,34.455,1187.147,1,0,46,2116,4
1,12,0,0,38.868,1510.721,1,0,40,1600,4
1,206.1,1,1,50.625,2562.891,1,0,56,3136,3
0,0,0,1,22.008,484.3521,1,1,40,1600,4
0,-2.7,1,1,97.914,9587.151,1,0,31,961,3
0,37,1,1,80.25,6440.063,0,1,30,900,1
1,18.2,0,0,49.086,2409.435,1,0,47,2209,3
0,-0.35,0,1,27.285,744.4712,1,0,32,1024,8
1,26.874,1,1,112.5,12656.25,1,0,32,1024,2
1,81.698,0,0,81.84,6697.785,1,0,55,3025,2
1,28.999,0,0,55.11,3037.112,1,0,42,1764,4
1,11.999,0,0,31.2,973.4401,0,1,35,1225,1
0,11.1,1,1,49.92,2492.006,1,0,32,1024,3
0,109,1,1,69.6,4844.16,0,0,46,2116,1
0,-0.7,1,1,46.302,2143.875,1,0,30,900,3
1,32.097,0,0,46.926,2202.049,1,0,59,3481,2
0,3.5,0,0,19.236,370.0237,0,1,33,1089,1
0,3.006,0,1,53.649,2878.215,1,1,49,2401,3
0,-14.729,0,0,14.1,198.81,1,1,38,1444,5
1,18.45,0,1,70.815,5014.765,1,0,46,2116,4
0,17.9,0,0,58.959,3476.164,1,0,58,3364,2
0,0.835,1,1,17.655,311.699,0,0,32,1024,1
0,-1.985,0,0,22.44,503.5536,1,0,29,841,2
0,-9.4,0,0,36.648,1343.076,1,0,38,1444,4
0,-4.5,0,0,40.29,1623.284,1,0,59,3481,2
0,-25.1,0,0,36.924,1363.382,1,0,38,1444,3
0,50.7,1,1,57.36,3290.17,1,0,41,1681,4
0,0,0,0,17.28,298.5984,0,0,36,1296,3
0,-9.716,0,0,24.84,617.0256,1,1,33,1089,7
0,0.5,0,0,100.026,10005.2,0,1,28,784,2
0,-16.225,0,0,31.191,972.8785,0,0,35,1225,2
0,-1.43,0,1,12.789,163.5585,0,0,27,729,2
0,-8.5,0,0,33.45,1118.903,0,0,28,784,1
1,53.322,1,1,89.727,8050.934,1,0,36,1296,2
0,6.5,0,0,10.368,107.4954,0,1,60,3600,1
0,-14.76,1,1,42.6,1814.76,1,1,39,1521,3
0,7.85,1,1,28.71,824.264,0,0,35,1225,1
0,6.53,1,1,33.498,1122.116,1,0,32,1024,2
0,-1,0,0,16.32,266.3424,0,1,34,1156,1
0,-0.1,0,0,16.968,287.913,0,0,51,2601,4
1,38.9,1,1,146.1,21345.21,1,0,38,1444,4
0,-11.945,0,1,110.82,12281.07,1,0,43,1849,4
0,-16.9,1,1,86.868,7546.049,1,0,40,1600,3
0,0,0,0,10.464,109.4953,0,0,33,1089,1
0,-1.2,1,1,47.361,2243.064,1,0,32,1024,5
0,-5.5,1,1,18.666,348.4196,1,0,26,676,3
0,-1.42,1,1,25.761,663.6291,0,0,55,3025,1
0,-2.551,0,0,48.273,2330.282,0,0,41,1681,3
0,2.5,0,0,30.54,932.6917,1,0,37,1369,3
0,0,0,0,26.7,712.89,1,0,35,1225,3
0,-2.85,0,0,15.72,247.1184,0,0,39,1521,4
0,-3.5,0,0,38.817,1506.76,1,0,42,1764,2
0,-2.3,0,0,19.284,371.8727,1,0,36,1296,5
0,0,0,0,10.8,116.64,1,0,43,1849,5
0,-4.5,0,0,50.91,2591.828,1,0,35,1225,4
0,7.857,1,1,55.851,3119.334,1,0,29,841,2
0,14.999,0,0,40.95,1676.903,1,0,46,2116,5
1,-1.2,0,0,58.32,3401.222,1,0,27,729,3
1,27.4,1,1,54.009,2916.972,1,0,35,1225,5
0,-1.552,0,0,19.371,375.2357,1,0,54,2916,3
0,-25.402,0,1,56.784,3224.423,1,0,37,1369,3
0,-4,1,1,35.718,1275.775,1,1,40,1600,2
0,-5.715,1,1,26.526,703.6286,1,0,42,1764,4
0,-2.249,0,0,10.614,112.657,0,1,38,1444,3
0,-1.425,0,0,24.645,607.376,1,1,45,2025,5
0,3,1,1,41.283,1704.286,1,0,33,1089,4
0,-1.49,0,0,11.46,131.3316,1,0,26,676,4
0,13.697,0,0,32.442,1052.483,1,0,33,1089,3
0,-10.4,0,0,47.688,2274.145,1,0,32,1024,3
0,1.2,0,0,12.24,149.8176,0,1,31,961,1
0,-5.4,0,0,19.548,382.1243,1,0,55,3025,4
0,7.999,1,1,57.843,3345.813,1,0,45,2025,2
0,-17.5,0,0,72.81,5301.296,1,0,48,2304,3
1,181.5,1,1,56.58,3201.297,1,0,47,2209,2
0,13.425,0,0,59.01,3482.18,1,0,64,4096,2
1,93.8,0,0,75.876,5757.167,1,0,54,2916,2
0,35,0,0,41.25,1701.563,0,1,48,2304,1
0,1.37,0,0,46.791,2189.398,1,0,49,2401,2
0,-0.557,0,0,24.06,578.8835,1,0,36,1296,5
0,20.5,0,1,79.374,6300.232,1,0,34,1156,3
1,32.148,0,0,87.72,7694.799,1,0,63,3969,3
0,-6.983,0,0,15.882,252.2379,0,0,37,1369,4
0,-20.8,0,0,41.412,1714.954,1,0,30,900,3
0,-4.98,0,0,33.36,1112.89,1,0,38,1444,5
1,49,1,1,50.25,2525.063,0,1,44,1936,2
0,-0.995,0,0,15.555,241.958,0,0,29,841,2
0,19.188,1,1,30.09,905.4081,1,0,45,2025,4
0,-4.4,0,0,21.18,448.5924,0,0,31,961,3
0,3.399,0,0,37.509,1406.925,0,1,31,961,1
1,222.999,1,1,54,2916,1,0,46,2116,2
0,-6.45,0,0,41.292,1705.029,1,0,31,961,4
0,-1.175,0,1,16.596,275.4272,1,0,30,900,7
0,-3.76,1,1,49.776,2477.65,1,0,33,1089,3
0,69.3,0,1,54.516,2971.994,1,0,58,3364,4
0,0.999,0,0,27.6,761.76,1,0,31,961,4
1,30.999,0,0,43.5,1892.25,1,0,42,1764,4
0,-2.09,1,1,45.786,2096.358,1,0,38,1444,4
1,21.019,1,1,46.665,2177.622,1,0,32,1024,2
0,-0.89,0,0,10.806,116.7696,1,0,52,2704,4
0,55.3,0,0,74.856,5603.421,1,0,57,3249,2
1,10.1,0,0,30.342,920.6369,0,0,26,676,1
0,100,0,1,66.453,4416.001,1,0,62,3844,2
0,54.2,1,1,50.22,2522.049,1,0,52,2704,4
1,12.7,1,1,48.996,2400.608,1,0,38,1444,3
0,-3.1,0,0,24.09,580.3281,1,0,48,2304,3
0,0,0,0,17.844,318.4083,0,0,43,1849,3
0,8.249,0,0,17.733,314.4593,1,0,63,3969,2
0,76.399,1,1,37.872,1434.288,0,1,37,1369,2
0,0.3,0,0,35.7,1274.49,0,1,42,1764,2
0,47.3,1,1,30.9,954.81,0,1,53,2809,2
0,0.477,0,0,14.481,209.6994,0,0,41,1681,4
1,9.55,1,1,40.854,1669.049,1,0,43,1849,4
1,123.365,1,1,42.417,1799.202,1,0,56,3136,3
1,19.299,1,1,86.442,7472.22,1,1,61,3721,2
1,4.199,0,0,31.35,982.8225,1,0,29,841,2
0,0.019,0,0,11.091,123.0103,0,0,34,1156,4
0,0.635,0,0,31.668,1002.862,1,0,28,784,5
0,22.7,1,1,30.537,932.5084,0,1,51,2601,1
0,16,0,0,36.6,1339.56,0,1,42,1764,1
1,120.248,1,1,146.076,21338.2,1,1,33,1089,2
0,-5.3,0,1,21.612,467.0785,0,0,42,1764,2
0,-3.24,1,1,45.6,2079.36,1,0,34,1156,5
0,1.13,0,0,26.409,697.4353,0,1,26,676,1
1,248.4,0,0,45.015,2026.35,1,0,57,3249,2
1,25.45,0,0,55.326,3060.966,0,1,55,3025,1
1,54.849,0,0,26.193,686.0733,1,0,55,3025,2
0,0,0,0,25.092,629.6084,0,0,61,3721,4
1,33.449,0,0,28.2,795.2401,1,0,62,3844,3
0,-5.8,0,0,22.806,520.1136,1,0,28,784,3
0,0.05,0,0,16.8,282.24,0,0,29,841,3
0,29,0,0,29.4,864.36,0,1,30,900,1
0,17.199,0,1,48.042,2308.034,1,1,50,2500,5
0,3.3,1,1,19.263,371.0632,1,0,48,2304,5
0,0,0,0,13.122,172.1869,1,0,64,4096,2
1,24.999,0,0,35.814,1282.643,1,0,47,2209,3
1,0.754,0,0,22.443,503.6883,1,0,35,1225,5
1,-1.4,0,0,25.308,640.4949,1,0,29,841,4
0,1.099,0,0,35.241,1241.928,1,0,59,3481,2
1,63.6,1,1,57.678,3326.752,1,1,60,3600,2
1,2.499,0,0,56.94,3242.163,0,0,56,3136,1
0,-2.475,0,0,22.236,494.4397,1,0,30,900,2
0,1.348,0,0,82.977,6885.182,1,0,56,3136,2
0,-6.393,1,1,64.656,4180.398,1,0,47,2209,4
0,0.5,0,0,17.88,319.6944,0,0,57,3249,1
0,4.999,0,0,60.6,3672.36,1,0,41,1681,5
1,-13.701,1,1,82.488,6804.27,1,0,34,1156,4
1,14.999,0,0,27.411,751.3629,1,0,44,1936,4
0,-143.5,0,0,63.6,4044.96,0,1,34,1156,1
1,62.8,0,0,61.5,3782.25,1,1,57,3249,3
0,-0.2,0,1,31.203,973.6271,1,0,54,2916,5
0,-2.3,0,0,18.45,340.4025,0,1,50,2500,1
0,0.999,0,0,22.5,506.25,0,0,37,1369,1
0,-1.455,0,0,24.048,578.3063,1,0,34,1156,7
0,0.8,1,1,19.023,361.8745,1,0,35,1225,5
0,-4.8,0,1,53.109,2820.566,1,0,32,1024,2
0,2.906,1,1,26.856,721.2448,0,0,42,1764,1
0,-0.9,0,0,23.172,536.9417,0,1,29,841,1
0,0.899,0,0,42.54,1809.652,1,0,35,1225,5
1,86.872,1,1,51.993,2703.272,1,0,30,900,3
0,-0.175,0,0,21.792,474.8913,1,0,64,4096,2
1,19.7,1,1,32.52,1057.55,1,0,56,3136,3
0,-2.04,0,0,14.424,208.0518,1,0,46,2116,4
0,5.634,0,0,24,576,1,0,36,1296,5
0,-1.85,0,0,28.065,787.6442,1,0,37,1369,4
1,-6.6,0,1,58.428,3413.831,1,1,44,1936,4
0,0.068,1,1,10.2,104.04,1,0,53,2809,4
1,72,1,1,67.509,4557.465,1,0,37,1369,5
0,-7.575,0,0,35.688,1273.633,1,0,40,1600,4
0,4,0,0,100.356,10071.33,0,1,31,961,1
1,43.502,1,1,67.836,4601.723,1,0,39,1521,6
0,8.22,0,0,27.264,743.3257,1,0,58,3364,3
1,83.8,1,1,74.646,5572.026,1,0,42,1764,4
0,281.1,0,1,58.848,3463.087,1,0,62,3844,2
1,48.725,0,1,48.888,2390.037,0,0,39,1521,1
1,170.056,0,0,72.108,5199.564,1,0,53,2809,2
0,20.25,0,1,76.008,5777.217,1,0,45,2025,2
1,30,0,1,39.786,1582.926,0,0,44,1936,3
0,16,0,0,51.96,2699.842,1,0,46,2116,12
0,-4.331,1,1,27.693,766.9023,0,0,38,1444,1
1,18.027,1,1,52.893,2797.67,0,0,44,1936,2
0,22.7,0,0,54.324,2951.097,1,0,37,1369,3
1,39.4,0,0,33.921,1150.634,1,0,59,3481,2
0,20.849,1,1,54.708,2992.965,0,1,45,2025,1
0,-1.701,0,0,22.074,487.2614,0,0,54,2916,2
1,-8,0,0,36.984,1367.816,0,0,39,1521,1
0,0,0,0,13.584,184.525,0,1,34,1156,1
0,0,0,1,59.433,3532.281,1,0,42,1764,5
0,0.5,0,0,23.091,533.1943,0,0,35,1225,3
1,6.199,1,1,44.925,2018.256,1,0,28,784,2
0,13.1,1,1,64.359,4142.081,1,0,39,1521,4
1,5.399,0,0,13.479,181.6834,1,0,31,961,3
1,31.889,0,0,30.69,941.8762,1,0,39,1521,5
1,11.489,0,0,42.246,1784.724,1,0,61,3721,2
0,125,1,1,29.04,843.3217,0,1,54,2916,1
1,20.8,0,0,47.358,2242.78,1,0,43,1849,4
0,1.499,0,1,32.91,1083.068,1,0,44,1936,5
0,-8.86,1,1,50.07,2507.005,1,0,38,1444,5
0,2.95,0,0,44.79,2006.144,1,0,41,1681,2
1,60.84,0,0,27.546,758.7821,0,1,39,1521,1
0,-0.4,0,0,13.818,190.9371,0,0,26,676,1
1,46.15,1,1,46.857,2195.578,1,0,43,1849,3
0,0.1,0,1,14.556,211.8771,0,0,35,1225,4
0,0.4,0,0,25.014,625.7002,0,1,28,784,1
1,14.06,1,1,48.177,2321.023,1,0,31,961,4
1,185.5,0,0,65.22,4253.648,1,0,51,2601,3
0,22.635,1,1,56.22,3160.688,1,0,41,1681,2
0,0,0,0,19.8,392.04,0,1,25,625,1
0,0.949,0,1,32.727,1071.057,0,1,42,1764,2
1,15.5,0,0,52.077,2712.014,1,0,39,1521,5
1,3.05,0,0,21.645,468.506,0,1,40,1600,2
1,62,0,0,36.696,1346.596,0,1,59,3481,1
1,138.849,0,0,34.755,1207.91,1,0,58,3364,2
0,3.49,1,1,26.895,723.3411,0,0,37,1369,1
1,27.8,0,0,44.016,1937.408,0,0,43,1849,1
0,-2.625,0,0,16.68,278.2224,0,0,31,961,1
1,11.1,0,0,18.75,351.5625,0,0,36,1296,1
1,3.126,1,1,30.813,949.441,0,0,41,1681,2
0,-0.029,0,0,21.621,467.4677,0,1,39,1521,2
0,-6.7,0,0,54,2916,1,0,32,1024,2
0,0,0,0,12,144,0,0,33,1089,2
0,-8,0,0,37.368,1396.367,1,0,40,1600,6
1,102.598,0,0,17.55,308.0025,0,0,48,2304,1
0,56.56,1,1,49.689,2468.997,1,0,39,1521,4
1,25.204,0,0,33.096,1095.345,1,0,62,3844,2
0,-9.9,0,0,87.708,7692.693,1,0,50,2500,2
0,-0.743,0,0,20.256,410.3055,0,1,61,3721,1
0,3.5,0,0,42.291,1788.529,1,0,27,729,2
0,-1.884,0,1,35.757,1278.563,1,0,38,1444,2
1,45.399,1,1,49.107,2411.497,1,0,52,2704,3
0,0.45,1,1,20.4,416.16,1,0,36,1296,4
0,-1.031,0,0,25.668,658.8462,1,0,29,841,3
0,-1,0,1,29.544,872.848,1,0,43,1849,4
0,4.2,0,0,42.036,1767.025,1,0,38,1444,5
1,47.749,0,0,82.656,6832.014,1,0,36,1296,4
1,7.714,0,1,40.842,1668.069,1,0,43,1849,4
0,0,0,0,18.6,345.96,1,0,44,1936,5
0,1.679,1,1,10.83,117.2889,0,0,56,3136,2
0,-1.08,0,0,17.544,307.792,0,1,36,1296,1
0,-0.6,0,0,19.443,378.0303,0,0,30,900,1
0,-0.1,0,0,20.25,410.0625,0,1,33,1089,1
1,12.5,0,0,23.1,533.61,0,1,32,1024,1
1,2.691,0,0,36.045,1299.242,1,1,36,1296,4
1,81.7,0,0,56.883,3235.676,0,0,51,2601,2
0,0.057,0,0,20.436,417.6301,1,0,31,961,4
0,-0.12,0,1,31.686,1004.003,1,0,28,784,4
0,-4.693,0,0,29.532,872.139,1,0,29,841,4
1,63,0,0,15.66,245.2356,1,0,27,729,3
0,2.47,0,0,39.186,1535.543,1,0,52,2704,2
0,-11.55,0,0,40.428,1634.423,1,0,43,1849,5
0,2.2,1,1,29.76,885.6576,1,0,27,729,4
1,30.6,0,0,49.758,2475.858,1,0,41,1681,3
0,-0.915,0,0,54.066,2923.133,1,0,39,1521,5
1,117.699,1,1,107.802,11621.27,1,0,50,2500,2
0,1.45,1,1,20.094,403.7688,1,0,36,1296,4
0,-0.4,0,0,13.635,185.9132,1,0,47,2209,7
0,8.3,0,0,16.797,282.1393,1,0,44,1936,4
1,2.125,1,1,93.915,8820.027,1,1,34,1156,4
1,2.732,1,1,36.294,1317.254,0,0,45,2025,3
0,-9.505,0,0,54.288,2947.187,1,0,33,1089,4
0,0,0,0,11.652,135.7691,0,0,25,625,3
0,0.68,1,1,45.015,2026.35,1,0,51,2601,4
0,-0.04,0,0,15.69,246.1761,0,0,35,1225,3
0,-4.015,0,0,44.61,1990.052,1,1,40,1600,6
0,5.241,0,0,28.41,807.1281,0,0,34,1156,2
0,-2.158,1,1,17.928,321.4132,1,0,38,1444,3
0,37.92,1,1,42.816,1833.21,1,0,33,1089,4
0,5.938,1,1,55.662,3098.258,1,0,34,1156,4
0,10.3,1,1,52.875,2795.766,1,0,32,1024,2
0,-0.365,1,1,27.84,775.0656,0,0,35,1225,2
0,10.2,1,1,61.086,3731.499,1,0,46,2116,3
0,215.75,0,0,66.018,4358.376,0,0,41,1681,3
0,0,0,1,28.05,786.8024,1,0,25,625,3
0,-1.24,0,0,61.398,3769.714,1,0,40,1600,4
1,30.949,0,1,53.1,2819.61,0,1,31,961,1
1,8.225,0,0,48.423,2344.787,1,0,31,961,2
1,40.8,0,0,32.025,1025.601,0,0,42,1764,1
0,-25.037,0,0,12.006,144.144,0,1,29,841,1
0,0,0,0,40.8,1664.64,1,0,36,1296,5
0,-6.7,0,1,55.401,3069.271,1,0,44,1936,4
0,1.7,0,1,29.604,876.3969,0,1,43,1849,1
1,2.01,0,0,20.715,429.1112,0,0,46,2116,4
0,-0.725,0,0,24.51,600.7401,1,0,30,900,2
0,21.199,0,0,50.283,2528.38,1,0,39,1521,4
0,1.4,0,0,32.106,1030.795,1,0,27,729,4
0,3.7,1,1,26.88,722.5344,0,0,44,1936,1
0,1.999,0,0,28.356,804.0628,1,0,30,900,4
0,9.4,0,0,32.202,1036.969,1,0,31,961,3
0,0.24,1,1,28.41,807.1281,1,0,31,961,11
0,-15.25,1,1,27.027,730.4587,0,0,37,1369,4
0,0,0,0,21,441,0,1,36,1296,1
0,4,0,0,19.89,395.6121,1,0,58,3364,2
0,-1.801,0,1,20.1,404.01,0,1,28,784,1
