assignment,female,age,white,black,hispanic,educ,educmis,geddegree,hsdegree,english,cohabmarried,haschild,everwkd,mwearn,hhsize,hhsizemis,educmum,educmummis,educdad,educdadmis,welfarechild,welfarechildmis,health,healthmis,smoke,smokemis,alcohol,alcoholmis,everwkdy1,earnq4,earnq4mis,pworky1,pworky1mis,health12,health12mis,trainy1,trainy2,pworky2,pworky3,pworky4,earny2,earny3,earny4,health30,health48
0,0,18,0,0,1,12,0,0,1,1,0,0,0,0,2,0,12,0,10,0,1,0,1,0,0,1,0,1,1,274.67999267578125,0,50,0,0,0,0,0,100,100,100,269.5319519042969,310.7455139160156,490.1716003417969,2,2
0,0,17,1,0,0,10,0,0,0,1,0,0,0,8,4,0,12,0,0,1,2,0,2,0,1,0,4,0,1,186.5892791748047,0,100,0,2,0,0,0,100,94.23076629638672,100,193.61293029785156,377.1139221191406,419.49365234375,2,1
0,0,20,1,0,0,12,0,0,1,1,0,0,0,100,4,0,12,0,12,0,1,0,2,0,0,1,3,0,1,656.87762451171875,0,80.76923370361328,0,1,0,0,0,100,78.72022247314453,100,241.95030212402344,278.392578125,375.72601318359375,2,1
1,1,24,0,1,0,6,0,0,0,1,0,1,0,0,8,0,4,0,0,1,3,0,2,0,0,1,4,0,0,0,0,7.692307472229004,0,3,0,1,1,19.230770111083984,36.53845977783203,92.30769348144531,19.067163467407227,108.99146270751953,306.236572265625,3,3
1,1,16,0,1,0,10,0,0,0,1,0,0,0,0,2,0,11,0,0,1,4,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,25,100,80.76923370361328,132.35943603515625,420.07415771484375,228.10870361328125,1,1
1,1,16,0,1,0,9,0,0,0,1,0,1,0,0,5,0,12,0,0,1,2,0,2,0,0,1,0,1,1,168.69923400878906,0,67.30769348144531,0,1,0,1,1,100,46.153846740722656,40.38461685180664,194.35443115234375,85.40497589111328,91.00408172607422,2,2
0,1,16,0,1,0,8,0,0,0,1,0,0,0,0,2,0,8,0,11,0,1,0,1,0,0,1,4,0,1,56.44523239135742,0,65.384613037109375,0,1,0,1,1,0,13.461538314819336,7.692307472229004,0,22.54112434387207,17.418142318725586,2,1
1,0,17,0,1,0,8,0,0,0,1,0,0,0,0,4,0,11,0,8,0,1,0,2,0,2,0,2,0,1,14.26223087310791,0,55.769229888916016,0,2,0,1,0,54.153682708740234,53.846153259277344,100,150.09498596191406,127.98674774169922,234.82876586914062,2,2
1,0,17,0,1,0,9,0,0,0,0,0,0,0,0,5,0,12,0,11,0,4,0,1,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3
0,0,16,0,1,0,8,0,0,0,1,0,0,0,0,3,0,16,0,12,0,2,0,2,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,58.115821838378906,0,0,172.21824645996094,0,2,2
1,0,21,0,1,0,11,0,0,0,1,0,0,0,0,3,0,11,0,13,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,50,36.53845977783203,92.30769348144531,138.80894470214844,125.14715576171875,445.3369445800781,1,2
0,1,20,1,0,0,9,0,0,0,1,1,1,0,0,3,0,12,0,16,0,2,0,2,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,78.84615325927734,0,0,180.51583862304688,2,2
0,0,17,0,1,0,9,0,0,0,1,0,0,0,0,3,0,12,0,0,1,2,0,2,0,2,0,4,0,0,0,0,63.46154022216797,0,3,0,1,0,88.46154022216797,84.615386962890625,61.53845977783203,177.141357421875,243.07989501953125,178.39833068847656,1,1
1,1,17,0,1,0,8,0,0,0,1,0,1,1,0,4,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,11.538461685180664,0,1,0,1,1,28.846153259277344,46.153846740722656,100,155.4991912841797,184.42738342285156,394.4064636230469,1,1
1,0,20,0,0,1,12,0,0,1,0,0,0,1,0,4,0,0,1,0,1,1,0,1,0,1,0,4,0,0,0,0,0,0,3,0,1,0,53.846153259277344,69.23076629638672,59.61538314819336,138.06106567382812,178.3166961669922,206.60659790039062,2,2
1,0,16,1,0,0,9,0,0,0,1,0,0,0,0,2,0,12,0,11,0,1,0,2,0,0,1,4,0,0,0,0,0,0,2,0,1,1,25,0,0,68.71583557128906,0,0,2,3
0,0,16,0,1,0,9,0,0,0,1,0,0,1,0,4,0,8,0,8,0,4,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,1,38.46154022216797,84.615386962890625,100,111.07085418701172,322.2931213378906,450.750244140625,2,1
0,0,17,0,1,0,11,0,0,0,1,0,0,0,0,4,0,12,0,12,0,2,0,1,0,0,1,0,1,0,0,0,55.769229888916016,0,2,0,1,1,38.46154022216797,100,100,80.2035903930664,260.814453125,325.3105163574219,1,1
1,0,19,0,0,1,11,0,0,0,1,0,0,0,0,4,0,12,0,0,1,2,0,2,0,0,1,0,0,1,357.0840148925781,0,100,0,2,0,0,1,100,100,92.30769348144531,435.914306640625,447.48577880859375,379.2945556640625,2,2
1,1,16,1,0,0,8,0,0,0,1,0,0,1,0,2,0,12,0,9,0,1,0,3,0,2,0,0,1,0,0,0,0,0,3,0,1,1,59.61538314819336,100,100,162.90391540527344,198.8795166015625,249.7417449951172,2,2
1,1,17,0,0,1,8,0,0,0,1,0,0,0,0,3,0,10,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2
1,1,16,0,0,1,9,0,0,0,0,0,0,0,0,6,0,8,0,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,26.923076629638672,21.153846740722656,0,51.833065032958984,49.40019226074219,0,2,2
1,1,17,0,1,0,10,0,0,0,1,0,0,0,0,1,0,12,0,13,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,73.07691955566406,55.25956726074219,100,187.04331970214844,150.80474853515625,171.6920623779297,1,1
1,1,16,0,0,0,8,0,0,0,1,0,0,0,45,5,0,11,0,11,0,4,0,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,69.23076629638672,100,100,145.08889770507812,182.78298950195312,132.19361877441406,2,1
0,1,18,1,0,0,10,0,0,0,1,0,0,0,0,6,0,11,0,14,0,4,0,1,0,1,0,0,1,0,0,0,0,0,3,0,1,0,96.15384674072266,5.769230842590332,0,350.0068359375,20.99239158630371,0,3,3
1,1,20,0,1,0,10,0,0,0,1,0,0,0,0,1,0,11,0,12,0,4,0,1,0,0,1,0,0,1,88.29000091552734,0,84.615386962890625,0,2,0,0,0,46.153846740722656,7.692307472229004,0,42.67262649536133,7.383179664611816,0,1,2
0,1,19,0,1,0,8,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,86.53845977783203,100,0,191.19703674316406,234.76576232910156,2,2
0,0,17,0,1,0,10,0,0,0,1,0,0,0,0,5,0,13,0,9,0,4,0,1,0,3,0,3,0,0,0,0,0,0,1,0,1,1,0,7.692307472229004,0,0,22.814023971557617,0,2,1
1,1,18,0,1,0,10,0,0,0,1,0,0,0,0,0,1,12,0,0,1,4,0,2,0,0,1,0,1,1,0,0,11.538461685180664,0,1,0,1,0,59.61538314819336,13.461538314819336,96.15384674072266,67.149505615234375,16.507396697998047,234.64227294921875,2,2
1,0,17,0,0,1,9,0,0,0,0,0,0,1,0,3,0,12,0,0,1,2,0,2,0,0,0,3,0,1,108.66461181640625,0,36.53845977783203,0,1,0,1,0,100,90.384613037109375,90.384613037109375,721.52691650390625,652.90411376953125,653.60772705078125,2,3
1,0,22,1,0,0,9,0,0,0,1,0,1,0,300,2,0,0,1,0,1,1,0,2,0,1,0,2,0,1,470.8800048828125,0,61.53845977783203,0,2,0,0,0,67.30769348144531,79.709747314453125,96.15384674072266,301.6850891113281,323.85870361328125,354.48431396484375,2,2
0,0,18,0,0,1,11,0,0,0,1,0,0,0,300,5,0,9,0,7,0,3,0,2,0,2,0,1,0,1,392.3999938964844,0,82.69230651855469,0,2,0,1,1,100,100,100,358.3819580078125,343.5872802734375,340.7281799316406,2,3
1,0,18,0,1,0,10,0,0,0,1,0,0,0,0,7,0,11,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,48.07692337036133,46.153846740722656,38.46154022216797,138.83856201171875,131.92774963378906,121.79946899414062,1,1
1,1,21,0,0,0,12,0,0,0,1,0,0,0,0,6,0,12,0,12,0,1,0,2,0,2,0,4,0,1,226.38461303710938,0,40.38461685180664,0,3,0,1,0,17.30769157409668,72.09644317626953,74.62614440917969,28.323068618774414,208.02120971679688,238.9048614501953,2,2
1,0,19,1,0,0,10,0,0,0,1,0,0,0,150,3,0,12,0,14,0,1,0,1,0,1,0,3,0,1,195.5963134765625,0,30.769229888916016,0,2,0,1,0,0,25,96.15384674072266,0,119.29232025146484,365.3106689453125,2,1
0,0,17,0,1,0,8,0,0,0,1,0,0,0,0,6,0,0,1,0,1,4,0,2,0,2,0,2,0,0,0,0,0,0,1,0,1,1,30.769229888916016,57.69230651855469,0,34.83182144165039,64.62559509277344,0,1,2
0,1,22,0,1,0,11,0,0,0,0,1,1,1,0,2,0,0,1,0,1,1,0,1,0,0,1,0,1,1,108.1552505493164,0,63.46154022216797,0,0,0,1,1,82.69230651855469,61.53845977783203,100,95.26301574707031,138.43031311035156,225.3751220703125,4,3
0,1,17,0,0,1,11,0,0,0,0,0,1,1,0,7,0,11,0,11,0,3,0,3,0,2,0,0,1,0,0,0,40.38461685180664,0,2,0,1,1,0,23.076923370361328,94.23076629638672,0,51.37620162963867,334.10595703125,2,2
0,0,16,0,1,0,8,0,0,0,1,1,1,0,0,7,0,12,0,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,42.30769348144531,0,0,116.7109603881836,1,1
1,1,17,0,1,0,11,0,0,0,1,0,1,0,0,4,0,12,0,14,0,4,0,2,0,0,1,0,1,0,0,0,9.615385055541992,0,2,0,1,0,0,0,17.30769157409668,0,0,37.351837158203125,2,2
0,0,16,0,1,0,10,0,0,0,1,0,0,0,0,2,0,12,0,11,0,2,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,71.15384674072266,67.30769348144531,0,197.89808654785156,157.88819885253906,3,2
0,0,19,0,1,0,11,0,0,0,1,0,0,0,60,1,0,14,0,6,0,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,86.53845977783203,100,0,271.56201171875,338.06268310546875,2,2
1,0,18,1,0,0,10,0,0,0,1,1,0,0,0,1,0,9,0,9,0,2,0,3,0,1,0,0,1,0,0,0,0,0,2,0,1,1,71.15384674072266,96.15384674072266,78.84615325927734,84.043609619140625,147.92514038085938,229.2600860595703,2,2
0,0,23,1,0,0,10,0,0,0,1,0,0,1,0,5,0,0,1,0,1,4,0,2,0,1,0,4,0,1,43.46584701538086,0,34.61538314819336,0,2,0,0,0,61.53845977783203,100,100,165.86581420898438,312.2438049316406,360.6002197265625,2,3
1,0,18,1,0,0,11,0,0,0,1,0,0,0,0,5,0,12,0,11,0,1,0,2,0,1,0,3,0,0,0,0,0,0,2,0,1,1,21.153846740722656,9.615385055541992,94.23076629638672,63.05656814575195,31.83568000793457,342.1121520996094,2,2
1,0,22,0,0,1,9,0,0,0,0,0,0,1,0,1,0,9,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,69.23076629638672,0,0,246.846923828125,2,2
1,0,22,0,1,0,9,0,0,0,1,0,1,1,0,2,0,11,0,12,0,1,0,2,0,3,0,0,1,0,0,0,0,0,1,0,1,1,73.07691955566406,100,100,248.42848205566406,421.7809753417969,449.4609375,1,1
0,1,18,0,1,0,12,0,0,1,1,0,0,0,0,3,0,12,0,10,0,1,0,2,0,0,1,4,0,0,0,0,0,0,2,0,0,0,9.615385055541992,76.92308044433594,0,16.197832107543945,148.6796112060547,0,2,2
0,0,22,0,1,0,11,0,0,0,1,0,0,0,0,0,0,16,0,0,1,1,0,1,0,1,0,3,0,1,171.6750030517578,0,61.718082427978516,0,2,0,0,0,5.769230842590332,50,100,9.904327392578125,180.7681121826172,464.8362121582031,2,1
1,0,16,0,1,0,9,0,0,0,1,0,0,0,0,6,0,14,0,16,0,2,0,1,0,1,0,0,1,1,129.0392303466797,0,23.076923370361328,0,1,0,1,1,9.615385055541992,71.15384674072266,65.384613037109375,28.600744247436523,260.5860290527344,215.99105834960938,2,2
0,0,24,1,0,0,12,0,0,1,1,0,0,0,0,1,0,0,1,0,1,4,0,2,0,0,1,0,1,1,75.27288818359375,0,42.30769348144531,0,2,0,0,0,1.923076868057251,100,92.30769348144531,4.831582069396973,376.1590576171875,375.39129638671875,2,2
1,0,23,0,1,0,11,0,0,0,1,0,1,0,0,3,0,12,0,12,0,1,0,2,0,1,0,2,0,1,163.89382934570312,0,32.69230651855469,0,1,0,1,0,100,77.69279479980469,94.23076629638672,240.9438934326172,261.6405944824219,307.3206481933594,2,2
1,1,18,0,1,0,11,0,0,0,1,0,1,0,0,7,0,0,1,0,1,3,0,3,0,0,1,0,1,0,0,0,0,0,3,0,1,1,0,65.384613037109375,51.92307662963867,0,116.22218322753906,128.6202392578125,3,3
0,1,17,0,1,0,9,0,0,0,1,0,1,1,0,2,0,12,0,12,0,3,0,2,0,0,1,0,1,1,115.4561538696289,0,71.15384674072266,0,2,0,0,0,0,0,26.923076629638672,0,0,27.030460357666016,3,3
0,0,17,0,1,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,4,0,1,0,1,0,0,1,1,45.27692413330078,0,5.769230842590332,0,3,0,1,1,0,0,0,0,0,0,2,2
0,0,20,0,1,0,10,0,0,0,1,0,0,0,0,1,0,11,0,11,0,2,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,1,17.30769157409668,0,0,58.290828704833984,0,0,1,4
1,0,18,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,1,0,1,4,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,9.615385055541992,0,0,18.585697174072266,1,1
1,0,19,1,0,0,12,0,0,1,1,0,0,0,0,1,0,12,0,12,0,2,0,2,0,0,1,0,1,1,255.05999755859375,0,98.07691955566406,0,2,0,0,0,98.07691955566406,100,48.07692337036133,264.42205810546875,300.9275817871094,145.50057983398438,2,1
0,1,18,0,1,0,11,0,0,0,1,0,0,0,0,5,0,12,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,1,36.53845977783203,28.846153259277344,100,112.55179595947266,94.46971130371094,333.55517578125,2,2
0,0,20,1,0,0,11,0,0,0,1,0,1,0,0,4,0,12,0,12,0,1,0,2,0,1,0,4,0,1,420.8489990234375,0,80.76923370361328,0,2,0,0,0,42.30769348144531,76.92308044433594,67.30769348144531,104.36032104492188,181.16404724121094,157.88819885253906,2,2
1,0,19,0,1,0,10,0,0,0,1,0,0,0,0,2,0,12,0,12,0,1,0,1,0,1,0,4,0,0,0,0,5.769230842590332,0,3,0,1,1,11.538461685180664,26.923076629638672,32.69230651855469,36.65338134765625,55.01717758178711,46.01313400268555,1,3
0,0,19,0,1,0,12,0,0,1,1,0,0,0,0,2,0,12,0,12,0,1,0,2,0,0,1,4,0,1,191.2949981689453,0,48.07692337036133,0,1,0,0,1,100,94.23076629638672,100,285.0346374511719,267.0732727050781,384.3799743652344,2,1
1,0,17,0,1,0,9,0,0,0,1,0,0,0,0,2,0,12,0,0,1,4,0,2,0,1,0,3,0,1,275.7364501953125,0,42.30769348144531,0,2,0,1,1,21.153846740722656,90.384613037109375,100,49.36869812011719,279.7041931152344,469.5315246582031,2,2
0,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,38.46154022216797,84.615386962890625,100,61.08897018432617,103.50189208984375,65.73441314697266,2,2
1,0,17,0,1,0,10,0,0,0,1,0,0,0,0,3,0,12,0,12,0,3,0,2,0,2,0,4,0,1,272.8689270019531,0,94.23076629638672,0,2,0,1,0,50,1.923076868057251,100,135.2847137451172,3.4305689334869385,211.8021697998047,4,1
0,1,21,0,0,1,14,0,0,1,0,0,0,0,0,3,0,5,0,0,1,1,0,2,0,0,1,4,0,0,0,0,75,0,2,0,1,1,84.615386962890625,96.15384674072266,17.30769157409668,214.68453979492188,237.3931427001953,70.34049987792969,1,2
1,0,21,0,1,0,11,0,1,0,1,0,1,0,0,0,0,12,0,12,0,2,0,1,0,0,1,3,0,1,260.7950744628906,0,26.923076629638672,0,2,0,1,0,0,21.153846740722656,96.15384674072266,0,84.52922058105469,379.24920654296875,1,2
1,0,16,0,1,0,10,0,0,0,1,0,0,0,0,3,0,10,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
0,1,17,0,1,0,10,0,0,0,1,0,0,0,0,3,0,16,0,16,0,1,0,1,0,1,0,3,0,0,0,0,0,0,1,0,1,1,0,17.30769157409668,96.15384674072266,0,36.5561408996582,606.46002197265625,1,2
1,0,19,1,0,0,12,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2
0,0,19,1,0,0,9,0,1,0,1,0,0,0,0,3,0,0,1,0,1,4,0,2,0,1,0,2,0,1,235.44000244140625,0,42.30769348144531,0,1,0,0,0,21.153846740722656,55.769229888916016,98.07691955566406,50.52183532714844,84.16329193115234,149.66552734375,2,4
0,0,16,0,1,0,9,0,0,0,1,0,0,0,0,3,0,11,0,11,0,2,0,1,0,4,0,4,0,0,0,0,0,0,3,0,1,0,76.92308044433594,40.38461685180664,53.846153259277344,207.33226013183594,102.03141784667969,141.46783447265625,1,2
1,0,21,0,1,0,13,0,1,0,1,0,1,0,0,4,0,11,0,7,0,4,0,1,0,3,0,2,0,1,33.98383331298828,0,38.46154022216797,0,1,0,1,1,100,100,100,324.5668029785156,261.6405944824219,307.3206481933594,1,3
1,1,19,0,1,0,11,0,0,0,1,0,0,1,0,0,0,12,0,0,1,0,1,2,0,1,0,0,1,1,304.1099853515625,0,26.923076629638672,0,1,0,1,1,100,48.07692337036133,78.84615325927734,301.443359375,117.92903900146484,230.8235321044922,3,1
0,1,20,0,1,0,11,0,0,0,1,0,0,0,0,3,0,12,0,14,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3.846153736114502,92.30769348144531,100,10.366613388061523,235.4119415283203,258.2423400878906,1,2
1,0,21,0,0,1,10,0,0,0,1,0,1,0,650,2,0,12,0,12,0,1,0,1,0,1,0,4,0,1,209.6321563720703,0,11.538461685180664,0,1,0,1,0,92.30769348144531,100,100,219.1661376953125,246.0297393798828,255.69407653808594,1,1
1,1,19,0,1,0,10,0,1,0,1,0,1,0,0,5,0,9,0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,9.615385055541992,11.538461685180664,0,21.769887924194336,26.346769332885742,0,1,1
0,0,23,0,1,0,11,0,0,0,1,0,0,0,150,4,0,11,0,0,1,1,0,2,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,17.30769157409668,96.15384674072266,0,73.77095031738281,252.69168090820312,2,1
1,1,16,0,1,0,8,0,0,0,1,0,0,0,0,4,0,0,1,0,1,3,0,3,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,15.384614944458008,0,0,14.868557929992676,1,2
1,1,22,1,0,0,9,0,1,0,1,0,1,0,0,3,0,12,0,0,1,1,0,1,0,0,1,0,1,1,6.9424614906311035,0,42.30769348144531,0,1,0,1,1,57.69230651855469,67.30769348144531,75,153.76649475097656,125.5206527709961,195.67291259765625,3,1
1,1,24,0,0,1,12,0,0,1,1,0,1,1,0,3,0,12,0,12,0,2,0,1,0,0,1,4,0,1,138.84922790527344,0,9.615385055541992,0,2,0,1,0,64.4250717163086,72.09644317626953,100,175.74356079101562,208.02120971679688,563.43780517578125,1,1
1,0,18,1,0,0,10,0,1,0,1,0,0,0,0,2,0,12,0,12,0,2,0,2,0,1,0,4,0,0,0,0,0,0,2,0,1,1,96.15384674072266,94.23076629638672,100,209.58145141601562,240.43399047851562,272.44256591796875,3,2
0,0,16,0,0,1,9,0,0,0,0,0,0,0,90,2,0,12,0,12,0,2,0,2,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,3.846153736114502,0,0,7.611289024353027,0,2,2
1,1,21,0,1,0,12,0,0,1,1,0,0,0,121.66666666666667,4,0,14,0,12,0,4,0,2,0,4,0,3,0,0,0,0,0,0,2,0,1,0,94.23076629638672,100,100,281.4813232421875,571.637939453125,653.02044677734375,1,1
1,0,20,1,0,0,12,0,0,1,1,0,0,0,0,2,0,12,0,12,0,1,0,2,0,0,1,0,1,1,139.79249572753906,0,100,0,2,0,1,0,100,100,100,126.86038208007812,142.38400268554688,160.57977294921875,2,2
1,0,19,0,1,0,9,0,0,0,1,0,0,0,100,2,0,5,0,0,1,4,0,3,0,0,0,4,0,0,0,0,0,0,1,0,1,1,21.153846740722656,53.846153259277344,71.15384674072266,48.871177673339844,128.57772827148438,87.83997344970703,3,2
1,1,22,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,236.17575073242188,0,96.15384674072266,0,2,0,1,0,36.53845977783203,21.153846740722656,15.384614944458008,175.74356079101562,42.264610290527344,30.473295211791992,2,2
1,0,20,0,0,1,12,0,0,0,1,0,0,0,0,2,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,5.769230842590332,0,1,0,1,1,0,11.538461685180664,100,0,25.441099166870117,218.64736938476562,2,2
0,1,23,0,0,1,9,0,0,0,0,0,0,0,0,4,0,7,0,7,0,3,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,23.076923370361328,0,0,67.84293365478516,0,1,1
0,1,20,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,0,1,1,211.1112060546875,0,92.30769348144531,0,3,0,1,0,98.07691955566406,57.69230651855469,100,225.4927215576172,217.99057006835938,408.0495910644531,2,3
0,1,17,1,0,0,10,0,1,0,1,0,0,0,0,0,1,14,0,0,1,0,1,3,0,1,0,4,0,1,249.0230712890625,0,67.30769348144531,0,3,0,1,0,98.07691955566406,76.92308044433594,100,551.94384765625,653.2081298828125,218.9600067138672,2,1
0,0,17,0,1,0,10,0,0,0,1,0,0,0,0,4,0,12,0,12,0,1,0,1,0,4,0,0,0,1,223.66799926757812,0,42.48207473754883,0,1,0,1,1,67.30769348144531,38.46154022216797,50.74828338623047,116.89669799804688,48.30241012573242,168.30496215820312,2,2
1,0,16,0,1,0,9,0,0,0,1,0,0,0,0,4,0,13,0,12,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,67.30769348144531,23.076923370361328,0,148.89950561523438,50.135406494140625,2,1
1,0,21,1,0,0,12,0,0,1,1,0,0,0,8,3,0,0,1,0,1,1,0,2,0,1,0,3,0,0,0,0,25,0,3,0,1,0,38.46154022216797,26.923076629638672,0,142.0596160888672,92.76258087158203,0,2,2
1,0,18,0,1,0,10,0,0,0,1,0,0,0,0,2,0,11,0,12,0,1,0,2,0,1,0,4,0,1,113.19230651855469,0,11.538461685180664,0,2,0,1,1,42.30769348144531,55.769229888916016,84.615386962890625,92.04071807861328,104.231689453125,222.3065948486328,2,2
1,1,17,0,0,1,9,0,0,0,1,0,0,0,86.66666666666667,6,0,0,1,0,1,4,0,2,0,1,0,1,0,1,111.98492431640625,0,21.153846740722656,0,2,0,0,0,30.769229888916016,0,0,95.37284088134766,0,0,1,1
1,1,19,0,1,0,1,0,0,0,1,0,0,0,0,3,0,12,0,12,0,4,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,7.692307472229004,0,0,13.009987831115723,1,1
1,0,17,0,1,0,10,0,0,0,1,0,0,0,150,3,0,12,0,12,0,2,0,1,0,0,1,3,0,1,119.98384857177734,0,26.923076629638672,0,1,0,1,0,100,94.23076629638672,100,251.3483428955078,175.8695526123047,430.22052001953125,1,1
1,0,22,1,0,0,10,0,1,0,1,0,0,0,0,2,0,12,0,11,0,1,0,2,0,1,0,4,0,1,54.332305908203125,0,32.69230651855469,0,2,0,0,0,46.153846740722656,82.69230651855469,100,151.05636596679688,270.5668029785156,362.50726318359375,2,2
1,1,19,1,0,0,9,0,0,0,1,0,0,0,0,5,0,13,0,7,0,1,0,1,0,0,1,0,1,1,133.2198028564453,0,100,0,2,0,1,0,100,66.61853790283203,73.41807556152344,175.20108032226562,183.42300415039062,215.07540893554688,1,1
0,1,17,0,1,0,11,0,0,0,1,0,0,1,0,5,0,0,1,0,1,0,1,1,0,0,1,0,1,1,164.80799865722656,0,57.69230651855469,0,1,0,1,1,100,98.07691955566406,100,256.2759704589844,397.453125,384.91253662109375,1,1
1,0,19,1,0,0,12,0,0,1,1,0,0,0,0,4,0,0,1,12,0,1,0,1,0,0,1,0,1,0,0,0,26.923076629638672,0,3,0,1,0,0,15.384614944458008,59.61538314819336,0,49.67463684082031,188.57347106933594,2,2
0,0,20,1,0,0,11,0,0,0,1,0,0,0,0,3,0,11,0,10,0,1,0,1,0,1,0,4,0,1,248.6195068359375,0,67.43128967285156,0,1,0,0,0,100,78.84615325927734,98.07691955566406,241.95030212402344,426.2366638183594,556.66455078125,2,1
0,1,17,1,0,0,9,0,0,0,1,0,0,0,0,2,0,10,0,0,1,2,0,2,0,1,0,4,0,1,156.9600067138672,0,25,0,2,0,1,0,11.538461685180664,86.53845977783203,90.384613037109375,18.511808395385742,288.7641296386719,330.6488952636719,1,3
0,1,20,0,1,0,11,0,0,0,1,0,1,0,0,6,0,0,1,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,11.538461685180664,0,0,28.484386444091797,3,3
1,1,19,0,1,0,12,0,0,1,1,0,0,0,0,4,0,10,0,0,1,2,0,2,0,0,1,4,0,1,178.2778778076172,0,17.30769157409668,0,2,0,1,0,98.07691955566406,98.07691955566406,94.23076629638672,295.9117736816406,330.93621826171875,307.9281005859375,2,2
1,1,19,0,0,1,12,0,0,1,0,0,0,0,180,3,0,9,0,9,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,55.769229888916016,73.07691955566406,100,165.5622100830078,143.46182250976562,230.00869750976562,1,2
1,1,23,1,0,0,12,0,0,1,1,1,1,0,0,2,0,10,0,12,0,1,0,1,0,1,0,4,0,1,176.5800018310547,0,80.76923370361328,0,3,0,1,0,84.615386962890625,50,94.23076629638672,228.06549072265625,159.06861877441406,437.5647888183594,3,3
0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,5,0,11,0,11,0,2,0,2,0,1,0,4,0,1,196.1999969482422,0,73.07691955566406,0,3,0,0,0,44.230770111083984,17.30769157409668,65.384613037109375,87.70228576660156,45.11884307861328,166.38710021972656,2,2
1,0,18,0,0,1,12,0,0,0,0,1,1,0,0,2,0,14,0,14,0,1,0,1,0,1,0,3,0,1,150.09300231933594,0,38.46154022216797,0,2,0,1,1,100,50,88.46154022216797,222.91632080078125,233.7105712890625,258.5721130371094,1,1
1,1,16,0,1,0,9,0,0,0,1,0,0,0,50,10,0,10,0,0,1,4,0,3,0,1,0,4,0,0,0,0,0,0,3,0,1,0,21.153846740722656,1.923076868057251,0,53.452850341796875,4.859349727630615,0,3,1
1,0,19,0,1,0,11,0,0,0,1,0,0,0,0,4,0,11,0,12,0,4,0,1,0,3,0,4,0,0,0,0,41.363521575927734,0,1,0,1,1,0,0,0,0,0,0,2,1
0,0,19,0,0,1,10,0,0,0,0,0,0,0,0,1,0,8,0,0,1,1,0,1,0,1,0,4,0,1,91.459381103515625,0,15.384614944458008,0,0,0,0,0,90.384613037109375,100,15.384614944458008,138.7142333984375,280.0018310546875,23.70484733581543,1,1
