grade,sex,age,mob,bulgnationality,langbulg,mumage,mumedu,mumprof,dadage,dadedu,dadprof,material,withbothpar,withmum,withdad,withneither,oldsiblings,youngsiblings,schoolmaths,schoolrakdelsve,schoolvazov,schoolfinance,schoolvarna,schoolspanish,schooltechuni,schoolvidin,schooluni,citysofia,cityvarna,cityvidin,treatment,drinkcoffee,cupsest,devi_cupsest,impworldecon,impincome,awarewaste,awarepesticide,awaredeforestation,awarewastewater,awarebiodiversityloss,awareunfairworking,reusepurposeful,reusesoil,choiceprice,choicetastepleasure,choiceenvironsocial
10,1,16,7,1,1,44,2,3,46,2,3,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,3,4,2,2,4,4,4,4,2,2,4,5,3
10,0,16,6,1,1,41,3,4,36,2,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1000,500,5,4,3,2,3,3,3,3,2,1,6,6,6
10,1,16,1,1,1,36,3,3,38,3,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,500,0,3,4,4,2,2,3,3,5,2,2,4,5,3
10,0,16,1,1,1,45,3,2,46,3,1,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,300,200,4,5,2,1,2,3,2,2,2,2,2,5,3
10,0,16,9,1,1,50,3,4,56,3,4,5,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,500,0,5,5,4,4,4,3,4,4,2,2,6,6,6
10,0,16,6,1,1,42,3,2,43,3,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,400,100,4,5,1,2,1,1,1,2,3,2,4,5,2
10,1,15,12,1,1,41,3,5,38,3,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,4,5,4,1,1,3,2,4,2,1,4,5,3
10,1,16,11,1,1,48,3,3,55,3,4,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0,4,5,1,1,3,,2,4,3,2,4,4,3
10,0,16,9,1,1,40,2,3,40,2,4,4,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,4,2,2,2,2,2,3,2,1,6,6,6
10,1,16,4,1,1,47,3,2,50,3,6,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1200,700,5,5,1,3,1,4,1,4,3,3,6,6,6
10,0,16,6,1,0,48,3,4,54,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,500,0,5,5,1,2,2,3,2,1,1,1,4,5,2
10,1,16,6,1,1,50,3,2,51,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1200,700,3,5,2,1,2,1,4,3,3,2,2,4,3
10,0,16,8,1,1,,3,7,,,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,4,2,2,2,2,2,2,3,2,6,6,6
10,0,15,4,1,1,,3,,46,3,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,666,166,4,4,4,3,5,4,3,4,2,3,2,5,3
10,1,16,8,1,1,44,3,3,44,3,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,700,200,5,2,2,1,3,2,2,2,2,2,6,6,6
10,0,16,7,1,1,41,3,7,42,3,2,4,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,0,5,10000,9500,4,4,2,3,5,4,1,5,2,2,1,5,1
10,1,16,5,1,1,41,3,7,42,3,7,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,2,2,2,3,3,3,3,3,2,6,6,6
10,1,16,,1,1,,,,,,,,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,800,300,5,5,3,2,4,4,4,4,3,3,6,6,6
10,0,16,3,1,1,43,3,4,45,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,4,5,2,1,2,3,3,3,2,3,3,5,2
10,1,16,11,1,1,,,,,,,5,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1000,500,4,5,5,5,5,5,5,5,3,3,4,4,4
10,0,15,2,1,1,39,3,2,41,2,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,5,5,2,3,4,3,4,5,3,3,4,5,3
10,1,16,1,1,1,46,2,7,46,2,4,4,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,730,230,5,5,1,1,1,1,1,1,2,1,4,5,5
10,1,16,6,1,1,44,3,5,45,3,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,500,0,4,4,1,1,1,1,5,5,2,2,1,4,3
10,0,16,8,1,1,36,3,2,52,3,4,,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,365,135,4,3,2,1,3,3,2,3,2,2,1,5,3
10,0,16,4,1,1,44,3,7,50,3,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,1000,500,,5,5,5,5,5,5,5,1,2,,,1
10,0,16,8,1,1,38,3,2,38,3,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1000,500,5,5,2,,3,1,2,3,3,2,3,5,2
10,0,16,11,1,1,54,3,4,50,2,4,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,,3,3,4,4,3,4,3,2,6,6,6
10,1,16,7,1,1,38,3,7,39,2,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,250,250,3,3,1,1,1,1,1,1,2,3,4,5,5
10,0,16,4,1,1,47,3,2,50,3,7,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,500,0,4,4,3,3,1,3,3,3,2,2,3,5,5
10,1,16,1,1,1,46,3,7,46,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,,4,5,3,4,3,3,4,5,1,2,4,5,2
10,0,16,4,1,1,41,3,2,42,3,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,500,0,5,4,3,3,3,3,2,3,3,3,3,5,2
10,1,16,6,1,1,45,2,2,45,3,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,375,125,5,5,1,2,2,2,2,2,2,2,2,5,1
10,1,16,4,1,1,,2,7,,2,7,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,900,400,4,4,3,4,4,3,3,4,3,2,6,6,6
10,0,16,9,1,1,45,3,2,46,3,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,370,130,5,4,1,4,5,5,2,4,2,2,4,5,3
10,0,16,1,1,1,49,3,4,51,3,4,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,500,0,5,5,4,2,5,5,5,4,3,2,2,5,2
10,1,15,5,1,0,45,2,1,44,2,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1000,500,5,5,4,2,5,1,4,3,1,1,6,6,6
10,1,16,11,1,1,42,3,2,46,3,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,400,100,3,4,2,3,4,3,1,2,2,1,6,6,6
10,0,16,8,1,1,45,3,2,47,3,2,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,500,0,5,5,2,3,3,3,3,4,3,3,4,5,2
10,0,16,9,1,1,40,,4,43,,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,500,0,3,5,2,3,4,3,2,3,1,1,2,5,1
10,0,16,11,1,1,48,3,4,50,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,350,150,4,5,2,3,4,3,5,4,3,3,6,6,6
10,0,15,1,1,1,41,3,3,41,3,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,5,5,3,2,4,2,3,4,2,2,4,5,4
10,0,16,6,1,1,44,2,5,46,2,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,306,194,4,5,2,3,4,4,3,4,2,2,2,5,4
10,1,16,5,1,1,40,3,2,45,3,4,5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,5,500,0,5,5,3,3,3,3,3,3,3,3,1,4,4
10,0,16,10,1,1,43,3,2,42,3,4,4,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,360,140,4,5,1,1,1,1,1,1,2,2,3,4,4
10,1,16,9,1,1,42,3,2,42,3,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,5,3,1,1,1,1,3,4,1,2,3,5,3
10,0,16,2,1,1,39,3,2,40,3,2,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,400,100,4,5,2,1,2,3,3,1,2,2,6,5,6
10,1,16,4,1,1,50,3,7,54,3,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1000,500,4,4,2,2,2,2,2,2,1,2,6,6,6
10,1,15,1,1,1,43,3,2,49,3,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0,5,5,3,2,1,3,3,3,3,2,6,6,6
10,1,16,4,1,1,,3,4,,,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,600,100,2,3,3,4,5,5,5,3,2,3,6,5,2
10,1,16,7,1,1,48,3,2,,,,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,365,135,3,5,2,2,3,2,2,2,2,2,6,6,6
10,0,16,12,1,1,,3,7,,3,7,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,,,5,,4,2,4,2,3,4,3,2,4,5,2
10,0,16,6,1,1,41,3,7,41,2,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,350,150,3,5,1,1,3,3,4,4,2,2,6,6,6
10,0,16,8,1,1,,3,7,,3,7,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,500,0,4,5,2,4,4,2,3,4,2,2,4,4,3
10,1,16,5,1,1,40,3,1,45,3,4,5,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,500,0,5,5,3,2,2,2,2,4,3,2,2,5,2
10,1,16,7,1,1,45,3,2,46,3,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,4,3,2,4,4,3,3,2,2,6,6,6
10,1,16,7,1,1,50,3,2,54,3,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,,5,4,4,2,5,3,3,3,1,1,3,4,2
10,1,16,8,1,1,45,3,7,45,3,7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,5,4,4,4,4,4,4,4,3,3,2,5,4
10,0,16,6,1,1,42,2,2,45,2,7,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,400,100,4,5,2,2,3,3,3,3,3,2,4,5,5
10,0,16,1,1,1,38,3,7,40,2,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5,500,0,5,4,2,1,4,3,5,4,2,3,3,5,2
10,0,16,9,1,1,43,3,7,47,3,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,365,135,4,4,2,1,2,3,2,4,2,2,3,4,4
10,1,16,9,1,1,42,3,1,44,3,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,4,5,5,5,5,5,5,5,3,3,3,5,2
10,1,16,4,1,1,47,3,2,45,3,4,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,400,100,3,4,5,5,5,5,5,5,3,3,6,6,6
10,0,16,12,1,1,44,3,3,44,3,4,4,0,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,,3,2,3,3,4,4,5,2,2,2,5,4
10,0,16,1,1,1,40,3,7,40,3,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,350,150,5,3,3,1,4,3,3,3,3,3,2,5,2
10,0,16,11,1,1,43,3,7,,,,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,500,0,4,3,2,4,3,4,3,3,2,2,3,5,4
10,0,16,6,1,1,38,3,2,44,3,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,250,250,4,5,3,3,4,4,4,4,3,2,3,5,4
10,1,16,11,1,1,42,3,4,40,3,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,5,2,2,2,2,2,2,3,3,6,6,6
10,0,16,5,1,1,40,3,4,42,2,7,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,350,150,3,3,2,1,1,3,3,5,3,2,2,5,2
10,1,16,1,1,1,,,,,,,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,,500,0,4,4,3,4,3,3,3,3,3,2,2,5,3
10,0,16,8,1,1,49,3,7,51,3,7,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,,3,4,2,3,4,2,3,4,1,2,4,4,4
10,0,16,9,1,1,44,3,7,46,3,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,500,0,5,3,2,2,4,2,4,3,2,2,4,5,3
10,0,16,12,1,1,40,3,2,40,3,7,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,360,140,4,4,3,1,3,3,2,2,3,2,6,6,6
10,0,16,9,1,1,43,2,7,42,2,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,4,2,3,2,4,3,2,3,2,2,6,6,6
10,1,16,2,1,1,48,1,3,56,1,3,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,650,150,5,4,2,2,4,1,3,2,3,1,2,4,4
10,0,16,5,1,1,,3,,,3,,,1,0,0,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1,1,,,4,3,2,2,2,2,2,2,2,2,6,6,6
10,1,15,5,1,1,35,3,7,37,3,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,,4,5,3,1,3,2,2,4,2,2,6,6,4
10,0,16,12,1,1,50,3,2,59,3,7,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,700,200,5,4,3,2,4,4,4,4,3,2,4,5,4
10,1,16,2,1,1,41,3,7,50,3,7,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,300,200,4,4,1,2,3,2,3,3,2,3,6,6,6
10,0,16,10,1,1,38,3,,38,2,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,650,150,5,4,2,3,1,3,4,4,2,2,4,5,4
10,1,16,9,1,1,41,3,7,44,3,7,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,200,300,4,5,1,3,3,3,3,2,2,1,6,6,6
10,0,16,3,1,1,43,3,4,44,3,1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,450,50,5,3,2,1,1,2,2,2,2,2,2,4,3
10,1,16,11,1,1,44,3,2,45,3,7,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,654,154,4,4,1,2,1,1,1,1,1,2,6,6,6
10,1,16,7,0,0,55,3,,52,,4,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,3,400,100,3,4,1,1,1,2,3,1,3,3,4,5,3
10,1,16,5,1,1,48,3,7,48,3,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,500,0,3,4,5,5,5,5,5,5,3,3,6,6,6
10,1,16,11,1,1,35,3,2,35,,7,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,,,5,4,3,1,3,3,2,3,3,2,1,5,1
10,1,16,11,1,1,42,3,7,41,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,400,100,3,4,2,1,3,3,1,4,2,2,6,6,6
10,1,16,12,1,1,51,3,4,53,3,4,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,500,0,4,4,3,2,1,2,1,1,3,3,4,4,4
10,0,16,9,1,1,40,2,3,43,3,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,750,250,5,5,2,3,1,2,1,1,3,3,3,4,2
10,1,17,12,1,1,,3,2,,,,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,500,0,5,5,3,3,4,3,4,4,3,3,6,6,6
10,0,16,10,1,1,43,3,1,46,3,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,920,420,4,4,2,3,2,3,2,2,3,3,3,5,5
10,0,16,11,1,1,40,3,2,40,3,2,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,3,500,0,5,5,3,4,4,3,4,5,3,3,4,5,3
14,0,21,5,1,1,50,3,2,54,2,7,4,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,500,0,5,4,3,3,4,3,4,4,3,3,,,
