name,genre,platform,esrbrating,publisher,year,metascore,userscore,sales
XIII,Shooter,PlayStation 2,M,Ubisoft,2003,73,86,0.57
Bratz 4 Real,Adventure,Nintendo DS,E,THQ,2007,,,0.57
LEGO Jurassic World,Action,Wii U,E,Other,2015,71,75,0.57
NHL 18,Sports,PlayStation 4,E,EA,2017,75,35,0.57
NEKOPARA Vol. 0,Adventure,PC,,Other,2017,,,0.57
The Legend of Spyro: Dawn of the Dragon,Action,Wii,E,Other,2008,64,70,0.57
Mega Man Legacy Collection,Action,PlayStation 4,E,Other,2016,77,66,0.57
Everybody's Golf,Sports,PlayStation 4,E,Sony,2017,78,77,0.56
Petz Wild Animals: Tigerz,Simulation,Nintendo DS,E,Ubisoft,2008,,,0.56
The Amazing Spider-Man 2 (2014),Action,PlayStation 4,T,ActivisionBlizzard,2014,49,52,0.56
Odin Sphere,RPG,PlayStation 2,T,Other,2007,83,87,0.56
Final Fantasy IV: The Complete Collection,RPG,PlayStation Portable,E,SquareEnix,2011,77,90,0.56
The Incredible Hulk,Action,Game Boy Advance,E,Other,2003,57,74,0.56
Kingdoms and Castles,Simulation,PC,,Other,2003,72,75,0.56
Ms. Pac-Man Maze Madness,Puzzle,Game Boy Advance,E,Other,2004,,,0.56
State of Anarchy,Shooter,PC,,Other,2004,,,0.56
Soul Sacrifice,Misc,PlayStation Vita,M,Sony,2013,77,82,0.56
Jillian Michaels Fitness Ultimatum 2010,Sports,Wii,E,Other,2009,,,0.56
Arena Football,Sports,PlayStation 2,E,EA,2006,66,81,0.56
The Lord of the Rings: The Return of the King,RPG,Game Boy Advance,T,EA,2003,77,82,0.56
NHL Hitz 20-02,Sports,PlayStation 2,E,Other,2001,78,76,0.56
Classic NES Series: Dr. Mario,Puzzle,Game Boy Advance,E,Nintendo,2004,66,83,0.56
The Sims: Bustin' Out,Simulation,Xbox,T,EA,2003,81,86,0.56
"Warhammer 40,000: Space Marine",Shooter,Xbox 360,M,THQ,2011,76,79,0.56
NCAA March Madness 07,Sports,PlayStation 2,E,EA,2007,63,86,0.56
LEGO Rock Band,Misc,Xbox 360,E,Other,2009,71,72,0.56
Harry Potter Collection,Misc,PlayStation 2,E,EA,2007,,,0.56
Tony Hawk's Project 8,Sports,PlayStation Portable,T,ActivisionBlizzard,2006,68,76,0.56
Yu-Gi-Oh! World Championship Tournament 2004,Misc,Game Boy Advance,E,Other,2004,68,77,0.56
Cabela's Big Game Hunter 2005 Adventures,Sports,PlayStation 2,T,ActivisionBlizzard,2004,55,84,0.56
Top Spin 3,Sports,Xbox 360,E,Other,2008,78,77,0.56
Knockout Kings 2001,Fighting,PlayStation 2,T,EA,2001,81,,0.56
Disney Infinity 3.0,Action,PlayStation 3,E,Other,2015,,,0.56
Tom Clancy's HAWX,Action,PlayStation 3,T,Ubisoft,2009,74,81,0.56
Petz Dogz 2,Simulation,PlayStation 2,E,Ubisoft,2007,,,0.56
Battlefield 2: Modern Combat,Shooter,Xbox,T,EA,2005,80,82,0.56
Xenoblade Chronicles,RPG,Nintendo 3DS,T,Nintendo,2015,86,88,0.56
All-Star Baseball 2002,Sports,PlayStation 2,E,Other,2001,77,76,0.56
Tetris Party Deluxe,Puzzle,Wii,E,Other,2010,72,58,0.56
Puzzle & Dragons Z + Super Mario Bros. Edition,Puzzle,Nintendo 3DS,E,Nintendo,2015,73,74,0.56
Metroid: Samus Returns,Action,Nintendo 3DS,E,Nintendo,2017,85,88,0.56
WWE 2K16,Sports,PlayStation 3,T,Other,2015,,,0.56
Backyard NFL Football,Sports,Game Boy Advance,E,Other,2002,56,,0.56
Bolt,Adventure,Wii,E,Other,2008,50,58,0.56
Darksiders II,Action,PC,M,THQ,2012,81,79,0.56
WWE Raw 2,Fighting,Xbox,T,THQ,2003,68,74,0.56
Yakuza 4,Adventure,PlayStation 3,M,Sega,2011,78,84,0.56
Manhunt 2,Action,PlayStation 2,M,RockstarGames,2007,67,78,0.56
Bravely Second: End Layer,RPG,Nintendo 3DS,T,Nintendo,2016,81,82,0.56
Fullmetal Alchemist and the Broken Angel,RPG,PlayStation 2,T,SquareEnix,2005,56,76,0.56
Assassin's Creed: Unity,Action,PC,M,Ubisoft,2014,70,35,0.56
Wolfenstein,Shooter,Xbox 360,M,ActivisionBlizzard,2009,72,76,0.56
Dogz,Simulation,Nintendo DS,E,Ubisoft,2006,,,0.56
Batman Begins,Action,PlayStation 2,T,EA,2005,64,74,0.56
DOOM VFR,Shooter,PlayStation 4,M,Other,2017,71,68,0.56
Dr. Seuss' The Cat in the Hat,Adventure,PlayStation 2,E,Other,2003,56,68,0.56
Tony Hawk's Proving Ground,Sports,Xbox 360,T,ActivisionBlizzard,2007,72,55,0.56
Just Cause 4,Action,PlayStation 4,M,SquareEnix,2018,65,49,0.56
Barbie Groovy Games,Misc,Game Boy Advance,E,Other,2002,47,70,0.56
Defense Grid: The Awakening,Strategy,PC,E,Other,2008,81,88,0.56
Archer Maclean's Mercury,Puzzle,PlayStation Portable,E,Other,2005,75,67,0.56
Yu-Gi-Oh! Reshef of Destruction,Strategy,Game Boy Advance,E,Other,2004,61,76,0.56
Blinx: The Time Sweeper,Action,Xbox,E,Microsoft,2002,71,81,0.56
ESPN NFL Football,Sports,PlayStation 2,E,Sega,2003,91,85,0.56
Major League Baseball 2K5,Sports,Xbox,E,Other,2005,81,82,0.56
DS Bimoji Training,Misc,Nintendo DS,,Nintendo,2008,,,0.56
Enslaved: Odyssey to the West,Action,PlayStation 3,T,BandaiNamco,2010,80,75,0.56
Dora The Explorer: Dora Saves the Snow Princess,Action,Wii,E,Other,2008,47,70,0.56
No More Heroes,Action,Wii,M,Ubisoft,2008,83,85,0.56
Soldier of Fortune: Gold Edition,Shooter,PlayStation 2,M,Other,2001,59,63,0.56
Sonic Forces,Action,PlayStation 4,E,Sega,2017,57,69,0.56
Viscera Cleanup Detail: Santa's Rampage,Adventure,PC,,Other,2017,,,0.56
Kingdom Come: Deliverance,RPG,PlayStation 4,M,Other,2018,69,72,0.56
MX 2002 Featuring Ricky Carmichael,Racing,PlayStation 2,E,THQ,2001,76,85,0.56
Frontlines: Fuel of War,Shooter,Xbox 360,T,THQ,2008,75,77,0.56
NCAA Football 07,Sports,Xbox,E,EA,2006,88,69,0.56
Dungeons of Dredmor,RPG,PC,,Other,2011,79,77,0.55
Soul Reaver 2,Adventure,PlayStation 2,M,Other,2001,80,85,0.55
Lords of the Fallen,RPG,PlayStation 4,M,BandaiNamco,2014,68,64,0.55
Metal Gear Solid 3: Subsistence,Action,PlayStation 2,M,Other,2006,94,90,0.55
The Godfather,Action,Xbox,M,EA,2006,77,85,0.55
WWF Raw (2002),Fighting,Xbox,T,THQ,2002,68,61,0.55
Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,Puzzle,Nintendo 3DS,E,Other,2017,72,67,0.55
Disney Infinity 2.0: Marvel Super Heroes,Action,Xbox One,E,Other,2014,73,47,0.55
Catz,Simulation,Nintendo DS,E,Ubisoft,2006,,,0.55
Ratchet & Clank: Quest for Booty,Action,PlayStation 3,E,Sony,2008,76,74,0.55
Jump Super Stars,Fighting,Nintendo DS,,Nintendo,2005,,,0.55
Inazuma Eleven GO: Dark / Shine,RPG,Nintendo 3DS,,Other,2011,,,0.55
Poochy & Yoshi's Woolly World,Action,Nintendo 3DS,E,Nintendo,2017,77,80,0.55
MX vs. ATV: Alive,Racing,Xbox 360,E,THQ,2011,63,71,0.55
Extermination,Action,PlayStation 2,M,Sony,2001,67,78,0.55
Batman: Vengeance,Adventure,PlayStation 2,T,Ubisoft,2001,68,70,0.55
Disgaea 3: Absence of Justice,RPG,PlayStation 3,T,Other,2008,78,82,0.55
Puyo Puyo Tetris,Puzzle,Nintendo Switch,E,Sega,2017,81,81,0.55
Rapala Tournament Fishing!,Sports,Wii,E,ActivisionBlizzard,2006,41,53,0.55
Sniper Elite 4,Shooter,PlayStation 4,M,Other,2017,77,68,0.55
Secret Agent Clank,Action,PlayStation Portable,E,Sony,2008,72,78,0.55
Madagascar: Escape 2 Africa,Action,Wii,E,ActivisionBlizzard,2008,,,0.55
Derby Stallion 04,Sports,PlayStation 2,,Other,2004,,,0.55
NBA 2K8,Sports,PlayStation 3,E,Other,2007,81,68,0.55
Dragon Ball: Xenoverse 2,Action,Nintendo Switch,T,BandaiNamco,2017,75,80,0.55
Purr Pals,Simulation,Nintendo DS,E,Other,2007,67,68,0.55
Skylanders: SuperChargers,Action,Xbox 360,E,ActivisionBlizzard,2015,,,0.55
Tony Hawk's Pro Skater 3,Sports,Xbox,T,ActivisionBlizzard,2002,93,75,0.55
Mega Man Zero,Action,Game Boy Advance,E,Other,2002,82,87,0.55
Lara Croft and the Guardian of Light,Adventure,PC,T,SquareEnix,2010,82,81,0.55
Grease,Misc,Wii,E,Other,2010,,,0.55
Medieval II: Total War,Strategy,PC,T,Sega,2006,88,89,0.55
Yakuza: Dead Souls,Shooter,PlayStation 3,M,Sega,2012,64,76,0.55
Tiger Woods PGA Tour 13,Sports,PlayStation 3,E,EA,2012,75,56,0.55
Legends of WrestleMania,Fighting,PlayStation 3,T,THQ,2009,70,67,0.55
Wolfenstein II: The New Colossus,Shooter,PC,M,Other,2017,86,67,0.55
Kingdom Hearts: Final Mix,RPG,PlayStation 2,E,Other,2002,85,89,0.55
Door Kickers,Strategy,PC,,Other,2013,83,77,0.55
Spec Ops: The Line,Shooter,PlayStation 3,M,Other,2012,77,81,0.55
Shrek 2,Action,Xbox,E,ActivisionBlizzard,2004,72,42,0.55
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,Sports,PlayStation 2,,Sega,2002,,,0.55
Monster Jam: Path of Destruction,Racing,Wii,E,ActivisionBlizzard,2010,,,0.55
SpongeBob SquarePants: SuperSponge,Action,Game Boy Advance,E,THQ,2001,,,0.55
ZhuZhu Pets 2: Featuring The Wild Bunch,Simulation,Nintendo DS,E,ActivisionBlizzard,2010,,,0.55
Mini Metro,Strategy,PC,,Other,2010,77,77,0.55
Rory McIlroy PGA Tour,Sports,PlayStation 4,E,EA,2015,61,37,0.55
Donkey Kong Jungle Climber,Action,Nintendo DS,E,Nintendo,2007,,,0.55
Tak and the Power of Juju,Action,Game Boy Advance,E,THQ,2003,79,82,0.55
Lips: Number One Hits,Misc,Xbox 360,T,Microsoft,2009,70,76,0.55
Killer is Dead,Action,PC,,Other,2009,,,0.55
Petz Catz Clan,Simulation,Nintendo DS,E,Ubisoft,2008,,,0.55
Turok: Evolution,Shooter,Xbox,M,Other,2002,68,67,0.55
Jak X: Combat Racing,Racing,PlayStation 2,T,Sony,2005,76,79,0.55
Blackwake,Action,PC,,Other,2005,,,0.55
Project CARS 2,Racing,PlayStation 4,E,BandaiNamco,2017,82,61,0.55
Viva Pinata: Pocket Paradise,Simulation,Nintendo DS,E,THQ,2008,82,73,0.55
American Idol,Misc,PlayStation 2,E,Other,2003,41,48,0.55
Barbie Horse Adventures: Riding Camp,Sports,Nintendo DS,E,ActivisionBlizzard,2008,,,0.55
Disney Infinity 3.0,Action,Wii U,E,Other,2015,81,67,0.55
Red Dead Revolver,Shooter,Xbox,M,RockstarGames,2004,74,81,0.55
CrossworDS,Puzzle,Nintendo DS,E,Nintendo,2008,67,68,0.55
ModNation Racers,Racing,PlayStation Portable,E,Sony,2010,73,76,0.54
Dynasty Warriors: Gundam 3,Action,PlayStation 3,T,Other,2011,58,75,0.54
Iron Man,Action,PlayStation 2,T,Sega,2008,47,57,0.54
SingStar Summer Party,Misc,PlayStation 2,,Sony,2008,,,0.54
NHL 14,Sports,Xbox 360,E,EA,2013,81,60,0.54
The SpongeBob SquarePants Movie,Action,Xbox,E,THQ,2004,74,83,0.54
Dragon Ball Z: Shin Budokai,Fighting,PlayStation Portable,T,Other,2006,70,80,0.54
FIFA 07 Soccer,Sports,Xbox,E,EA,2006,85,81,0.54
Gekikuukan Pro Yakyuu: At the End of the Century 1999,Sports,PlayStation 2,,Other,2000,,,0.54
Are You Smarter than a 5th Grader? Make the Grade,Misc,Wii,E,THQ,2008,,,0.54
Tiger Woods PGA Tour 08,Sports,Xbox 360,E,EA,2007,80,78,0.54
Bulletstorm,Shooter,PlayStation 3,M,EA,2011,83,77,0.54
Dance Dance Revolution Ultramix,Simulation,Xbox,E,Other,2003,82,80,0.54
F.E.A.R.,Shooter,PlayStation 3,M,Other,2007,72,75,0.54
Crash Tag Team Racing,Racing,PlayStation 2,E,Other,2005,66,74,0.54
Enslaved: Odyssey to the West,Action,Xbox 360,T,BandaiNamco,2010,82,78,0.54
Front Mission 4,Strategy,PlayStation 2,T,SquareEnix,2004,75,88,0.54
The Fairly Odd Parents: Breakin' Da Rules,Action,Game Boy Advance,E,THQ,2003,,,0.54
Tiger Woods PGA Tour 11,Sports,Wii,E,EA,2010,84,76,0.54
NBA Live 10,Sports,PlayStation 3,E,EA,2009,81,75,0.54
Mega Man Battle Network 2,RPG,Game Boy Advance,E,Other,2002,81,78,0.54
Hotel Dusk: Room 215,Adventure,Nintendo DS,T,Nintendo,2007,78,85,0.54
Punch Club,Fighting,PC,T,Other,2007,73,71,0.54
Just Dance 2015,Misc,Xbox One,E,Ubisoft,2014,70,74,0.54
Assassin's Creed II,Action,PC,M,Ubisoft,2010,86,72,0.54
FIFA 18,Sports,PlayStation 3,E,EA,2017,,,0.54
SRS: Street Racing Syndicate,Racing,PlayStation 2,T,BandaiNamco,2004,62,88,0.54
System 3 presents Ferrari Challenge Trofeo Pirelli,Racing,Wii,E,ActivisionBlizzard,2008,65,67,0.54
Phineas and Ferb: Across the 2nd Dimension,Action,Nintendo DS,E,Other,2011,47,,0.54
Let's Draw!,Misc,Nintendo DS,E,Other,2010,,,0.54
Dragon Ball Z: Ultimate Tenkaichi,Fighting,Xbox 360,T,BandaiNamco,2011,55,58,0.54
Def Jam: Fight for NY,Fighting,Xbox,M,EA,2004,84,83,0.54
Valkyria Chronicles II,RPG,PlayStation Portable,T,Sega,2010,83,83,0.54
Kidou Senshi Gundam: Extreme VS,Fighting,PlayStation 3,,BandaiNamco,2011,,,0.54
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,RPG,PlayStation 2,,Other,2002,,,0.54
Monster High: Ghoul Spirit,Adventure,Wii,E,THQ,2011,,,0.54
METRO 2033,Shooter,Xbox 360,M,THQ,2010,77,77,0.54
Mario Tennis Ultra Smash,Sports,Wii U,E,Nintendo,2015,58,53,0.54
Petz Nursery,Simulation,Nintendo DS,E,Ubisoft,2009,,,0.54
Tactics Ogre: Let Us Cling Together,RPG,PlayStation Portable,T,SquareEnix,2011,87,88,0.54
Tales of Symphonia Chronicles,Misc,PlayStation 3,T,BandaiNamco,2014,77,83,0.54
Two Worlds II,RPG,Xbox 360,M,Other,2011,67,66,0.54
Bratz: Rock Angelz,Misc,Game Boy Advance,E,THQ,2005,,,0.54
NBA 2K18,Sports,PC,E,Other,2017,87,16,0.54
Golf It!,Sports,PC,,Other,2017,,,0.54
50 Classic Games,Misc,Nintendo DS,E,Other,2009,,,0.54
The Walking Dead: Survival Instinct,Shooter,PlayStation 3,M,ActivisionBlizzard,2013,34,36,0.54
Greg Hastings' Tournament Paintball,Shooter,Xbox,T,ActivisionBlizzard,2004,74,89,0.54
Harry Potter and the Deathly Hallows - Part 1,Action,Wii,T,EA,2010,41,50,0.54
Sacred 2: Fallen Angel,RPG,Xbox 360,M,Other,2009,71,74,0.54
ESPN NBA Basketball,Sports,PlayStation 2,E,Sega,2003,89,84,0.54
The Sims 3: Pets,Simulation,PC,T,EA,2011,79,60,0.54
Saints Row: Gat out of Hell,Action,PC,M,Other,2015,66,61,0.54
Time Crisis: Razing Storm,Shooter,PlayStation 3,T,BandaiNamco,2010,58,62,0.54
Over the Hedge,Action,PlayStation 2,E,ActivisionBlizzard,2006,58,83,0.54
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Wii,T,Other,2010,85,86,0.54
Dragon Ball: Fusions,RPG,Nintendo 3DS,T,BandaiNamco,2016,72,80,0.54
The Hobbit,Adventure,PlayStation 2,E,Other,2003,59,85,0.54
Manhunt 2,Action,Wii,M,RockstarGames,2007,62,72,0.54
War of the Monsters,Fighting,PlayStation 2,T,Sony,2003,80,88,0.54
Dragon Ball: Xenoverse 2,Action,PC,T,BandaiNamco,2016,78,72,0.54
The Incredible Hulk: Ultimate Destruction,Action,PlayStation 2,T,Other,2005,83,87,0.54
LEGO The Incredibles,Action,PlayStation 4,E,Other,2018,69,45,0.53
Dragon Age: Inquisition,RPG,Xbox 360,M,EA,2014,,,0.53
Rune Factory: A Fantasy Harvest Moon,RPG,Nintendo DS,E,Other,2007,78,82,0.53
Time Crisis II,Shooter,PlayStation 2,T,BandaiNamco,2001,81,79,0.53
Disney Infinity 3.0,Action,Xbox 360,E,Other,2015,,,0.53
Life is Feudal: Your Own,RPG,PC,,Other,2015,63,56,0.53
NCAA March Madness 06,Sports,PlayStation 2,E,EA,2005,78,85,0.53
Jampack Volume 11,Misc,PlayStation 2,M,Sony,2004,,,0.53
G-Force,Action,Nintendo DS,E,Other,2009,,,0.53
Legacy of Kain: Defiance,Adventure,PlayStation 2,M,Other,2003,75,88,0.53
SpongeBob SquarePants: Game Boy Advance Video Volume 2,Misc,Game Boy Advance,,Other,2004,,,0.53
Hello Kitty: Big City Dreams,Puzzle,Nintendo DS,E,Other,2008,,,0.53
NCAA March Madness 2005,Sports,PlayStation 2,E,EA,2004,78,83,0.53
Unit 13,Misc,PlayStation Vita,T,Sony,2012,71,71,0.53
Conflict: Vietnam,Shooter,PlayStation 2,M,Other,2004,58,82,0.53
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,Xbox,E,Sega,2005,81,83,0.53
Phoenix Wright: Ace Attorney - Justice for All,Adventure,Nintendo DS,T,Other,2007,76,86,0.53
MLB SlugFest 20-04,Sports,PlayStation 2,E,Other,2003,78,83,0.53
Blitz: The League,Sports,Xbox,M,Other,2005,78,76,0.53
NASCAR 09,Racing,PlayStation 2,E,EA,2008,,,0.53
Inazuma Eleven,RPG,Nintendo DS,E,Nintendo,2011,74,81,0.53
Michael Jackson: The Experience,Misc,PlayStation 3,E,Ubisoft,2011,66,84,0.53
Excite Truck,Racing,Wii,E,Nintendo,2006,72,84,0.53
Peter Jackson's King Kong: The Official Game of the Movie,Action,Xbox,T,Ubisoft,2005,82,79,0.53
Burnout Revenge,Action,Xbox,E,EA,2005,89,84,0.53
Medal of Honor: European Assault,Shooter,Xbox,T,EA,2005,72,70,0.53
Ty the Tasmanian Tiger 2: Bush Rescue,Action,PlayStation 2,E,EA,2004,71,83,0.53
The Lord of the Rings: The Fellowship of the Ring,Action,Xbox,T,Other,2002,59,66,0.53
Shadowrun: Dragonfall,RPG,PC,,Other,2002,81,83,0.53
NBA 06,Sports,PlayStation 2,E,Sony,2005,63,63,0.53
Magician's Quest: Mysterious Times,RPG,Nintendo DS,E,Other,2009,69,78,0.53
How to Train Your Dragon,Action,Nintendo DS,E,ActivisionBlizzard,2010,60,,0.53
Jewel Master Egypt,Puzzle,Nintendo DS,E,Other,2009,56,,0.53
Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,PlayStation Portable,T,Ubisoft,2007,61,53,0.53
Harry Potter and the Half-Blood Prince,Action,PlayStation Portable,E,EA,2009,,,0.53
Sonic & Sega All-Stars Racing Transformed,Racing,Wii U,E,Sega,2012,78,80,0.53
FIFA Soccer 12,Sports,PlayStation Portable,E,EA,2011,,,0.53
WWE SmackDown vs. Raw 2010,Fighting,Nintendo DS,T,THQ,2009,75,85,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Action,Wii,E,THQ,2008,47,53,0.53
Terminator Salvation,Shooter,PlayStation 3,T,Other,2009,43,41,0.53
F1 2018,Racing,PlayStation 4,E,Other,2018,84,77,0.53
Are You Smarter than a 5th Grader?,Misc,Nintendo DS,E,THQ,2007,,,0.53
Oni,Action,PlayStation 2,T,RockstarGames,2001,69,75,0.53
Madden NFL 07,Sports,PlayStation 3,E,EA,2006,76,45,0.53
Juiced,Racing,PlayStation 2,T,THQ,2005,68,75,0.53
The Warriors,Action,PlayStation 2,M,RockstarGames,2005,84,84,0.53
F1 2009,Racing,PlayStation Portable,E,Other,2009,68,72,0.53
Star Fox Command,Shooter,Nintendo DS,E,Nintendo,2006,76,72,0.53
Return to Castle Wolfenstein: Operation Resurrection,Shooter,PlayStation 2,M,ActivisionBlizzard,2003,66,79,0.53
Mario Tennis: Power Tour,Sports,Game Boy Advance,E,Nintendo,2005,81,82,0.52
Stuntman: Ignition,Racing,PlayStation 3,T,THQ,2007,76,61,0.52
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Simulation,Nintendo DS,E,EA,2010,,,0.52
Tales of Destiny,RPG,PlayStation 2,,BandaiNamco,2006,,,0.52
Sesame Street: Once Upon A Monster,Misc,Xbox 360,E,Other,2011,79,69,0.52
Silent Hill: Origins,Action,PlayStation Portable,M,Other,2007,78,79,0.52
Dragon Ball: Xenoverse,Fighting,PlayStation 3,T,BandaiNamco,2015,,,0.52
Mystery Dungeon: Shiren the Wanderer,RPG,Nintendo DS,E,Sega,2008,69,83,0.52
GT Pro Series,Racing,Wii,E,Ubisoft,2006,41,40,0.52
Tales of Symphonia: Dawn of the New World,RPG,Wii,T,BandaiNamco,2008,68,73,0.52
Tiger Woods PGA Tour 11,Sports,Xbox 360,E,EA,2010,79,78,0.52
F.E.A.R. 2: Project Origin,Shooter,Xbox 360,M,Other,2009,77,79,0.52
Disney Epic Mickey 2: The Power of Two,Action,Xbox 360,E,Other,2012,59,54,0.52
Skylanders: Trap Team,Action,PlayStation 4,E,ActivisionBlizzard,2014,78,56,0.52
The Golden Compass,Adventure,PlayStation 2,E,Sega,2007,46,53,0.52
Dragon Ball FighterZ,Fighting,Xbox One,T,BandaiNamco,2018,86,75,0.52
Out There Somewhere,Misc,PC,,Other,2012,,,0.52
Cars 2,Racing,PlayStation 3,E,Other,2011,,,0.52
NHL 17,Sports,PlayStation 4,E,EA,2016,78,56,0.52
Metal Gear Solid 2: Substance,Action,PlayStation 2,M,Other,2003,87,89,0.52
Alan Wake's American Nightmare,Misc,PC,T,Other,2012,73,66,0.52
Fight Night Round 3,Fighting,PlayStation Portable,T,EA,2006,74,82,0.52
Frozen: Olaf's Quest,Action,Nintendo DS,E,Other,2013,,,0.52
NBA Live 08,Sports,Xbox 360,E,EA,2007,73,53,0.52
We Cheer,Simulation,Wii,E,BandaiNamco,2008,56,73,0.52
FIFA 15,Sports,Nintendo 3DS,E,EA,2014,,,0.52
We Love Katamari,Puzzle,PlayStation 2,E,BandaiNamco,2005,86,88,0.52
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,Xbox 360,T,BandaiNamco,2013,70,76,0.52
NCAA Football 2003,Sports,Xbox,E,EA,2002,90,73,0.52
SingStar Dance,Misc,PlayStation 3,T,Sony,2010,65,39,0.52
NBA Live 09,Sports,PlayStation 3,E,EA,2008,75,78,0.52
Madden NFL 13,Sports,Wii,E,EA,2012,,,0.52
The 3rd Birthday,RPG,PlayStation Portable,M,SquareEnix,2011,71,61,0.52
Guinness World Records: The Videogame,Action,Nintendo DS,E,Other,2008,70,83,0.52
Alien: Isolation,Adventure,Xbox One,M,Sega,2014,78,79,0.52
Swing Away Golf,Sports,PlayStation 2,E,EA,2000,78,,0.52
J-League Pro Soccer Club o Tsukurou! 3,Sports,PlayStation 2,,Sega,2003,,,0.52
Tomb Raider: Legend,Action,PlayStation 2,T,Other,2006,82,73,0.52
Freedom Fighters,Shooter,PlayStation 2,T,EA,2003,81,81,0.52
Rune Factory 2: A Fantasy Harvest Moon,RPG,Nintendo DS,E,Other,2008,77,80,0.52
Gun,Shooter,Xbox,M,ActivisionBlizzard,2005,79,75,0.52
That's So Raven 2: Supernatural Style,Adventure,Game Boy Advance,E,Other,2005,52,,0.52
Classic Word Games,Puzzle,Nintendo DS,E,Ubisoft,2009,,,0.52
The Sims 2: Open for Business,Simulation,PC,T,EA,2006,78,87,0.52
Way of the Samurai 3,Action,PlayStation 3,M,Other,2009,58,77,0.52
Spectrobes: Beyond the Portals,RPG,Nintendo DS,E,Other,2008,70,74,0.52
The Punisher,Shooter,PlayStation 2,M,THQ,2005,68,81,0.52
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,Misc,Nintendo DS,,Nintendo,2006,,,0.52
SimAnimals,Simulation,Nintendo DS,E,EA,2009,70,75,0.52
SSX On Tour,Sports,PlayStation 2,E,EA,2005,80,79,0.52
Grim Fandango Remastered,Adventure,PC,T,Other,2005,84,80,0.52
Tony Hawk's Pro Skater 3,Sports,Game Boy Advance,E,ActivisionBlizzard,2002,90,69,0.52
Go Diego Go! Safari Rescue,Action,Wii,E,Other,2008,,,0.52
Harry Potter and the Prisoner of Azkaban,Adventure,Game Boy Advance,E,EA,2004,69,83,0.52
NFL 2K3,Sports,Xbox,E,Sega,2002,,,0.52
One Piece: Pirate Warriors 3,Action,PlayStation 4,T,Other,2015,74,77,0.52
Kung Fu Panda,Action,PlayStation 3,E,ActivisionBlizzard,2008,76,73,0.52
Jampack Winter 2002,Misc,PlayStation 2,M,Sony,2002,,,0.52
Way of the Samurai,Action,PlayStation 2,M,Other,2002,74,80,0.51
Lair,Action,PlayStation 3,T,Sony,2007,53,64,0.51
Dishonored,Action,PC,M,Other,2013,91,84,0.51
Murdered: Soul Suspect,Action,PC,M,SquareEnix,2014,59,73,0.51
Pac-Man Fever,Misc,PlayStation 2,E,BandaiNamco,2002,47,55,0.51
DC Universe Online,RPG,PlayStation 3,T,Sony,2011,67,74,0.51
Hitman 2,Action,PlayStation 4,M,Other,2018,82,85,0.51
100 All-Time Favorites,Puzzle,Nintendo DS,E,Ubisoft,2009,,,0.51
HSX HyperSonic.Xtreme,Racing,PlayStation 2,E,Other,2003,53,84,0.51
Halo Wars 2,Strategy,Xbox One,T,Microsoft,2017,79,61,0.51
Alice in Wonderland,Adventure,Wii,E,Other,2010,69,71,0.51
Jikkyou Powerful Pro Yakyuu 10,Sports,PlayStation 2,,Other,2003,,,0.51
Summoner,RPG,PlayStation 2,T,THQ,2000,74,75,0.51
SoulCalibur: Broken Destiny,Fighting,PlayStation Portable,T,BandaiNamco,2009,80,64,0.51
Naruto Shippuden: Clash of Ninja Revolution III,Fighting,Wii,T,Other,2009,74,76,0.51
Shovel Knight,Action,PC,E,Other,2014,85,80,0.51
Jam With the Band,Misc,Nintendo DS,,Nintendo,2010,,,0.51
NBA Live 07,Sports,PlayStation Portable,E,EA,2006,64,75,0.51
IL-2 Sturmovik: Birds of Prey,Simulation,Xbox 360,T,Other,2009,80,82,0.51
Major League Baseball 2K10,Sports,Xbox 360,E,Other,2010,76,76,0.51
Ratatouille,Action,PlayStation 3,E,THQ,2007,55,48,0.51
Pro Evolution Soccer 2010,Sports,Wii,E,Other,2009,82,81,0.51
Iron Man,Action,Nintendo DS,E,Sega,2008,56,64,0.51
"SpongeBob SquarePants: Lights, Camera, Pants!",Misc,Game Boy Advance,E,THQ,2005,,,0.51
Yakuza,Adventure,PlayStation 2,M,Sega,2006,75,84,0.51
Monsters vs. Aliens,Action,Nintendo DS,E,ActivisionBlizzard,2009,47,,0.51
Bleach: Soul Resurreccion,Fighting,PlayStation 3,T,Other,2011,58,70,0.51
NBA Live 2004,Sports,Xbox,E,EA,2003,85,82,0.51
Craft The World,Strategy,PC,,Other,2003,,,0.51
Prince of Persia Trilogy,Action,PlayStation 3,M,Ubisoft,2011,85,73,0.51
Disney's Kim Possible: Revenge of Monkey Fist,Action,Game Boy Advance,E,Other,2002,62,80,0.51
